artist_name,artist_id,artist_popularity,artist_n_followers,genre
Harry Styles,6KImCVD70vtIoJWnq6nGn3,85,31734988,pop
Heart,34jw2BbxjoYalTp8cJFCPv,68,2522814,rock
Herencia de Patrones,1Q6SZxTvaE3HhslV0iXbI6,69,2310683,corrido
Hermanos Espinoza,1V0BgbhknuuZIMxKO0M9FV,69,146912,corrido
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,70,3897555,ccm
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,74,5585117,ccm
Hollywood Undead,0CEFCo8288kQU7mJi25s6E,68,2328615,alternative metal
Hozier,2FXC3k01G6Gw61bmprjgqS,87,6805715,pov: indie
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,69,1427262,alternative metal
ILLENIUM,45eNHdiiabvmbp4erw26rg,71,1489437,pop dance
IU,3HqSLMAZ3g3d5poNaI7GOU,73,8491711,pop
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,74,8314610,rap
Icona Pop,1VBflYyxBhnDc9uVib98rw,69,691572,dance pop
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,69,460416,show tunes
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,68,6476794,pop
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,87,51974409,pop
Incubus,3YcBF2ttyueytpXtEzn1Za,70,3193746,rock
Internet Money,6MPCFvOQv5cIGfw3jODMF0,67,810593,trap
Intocable,108moq3rq6bm1M4Ypz0J02,72,3700721,musica mexicana
Iron Maiden,6mdiAmATAx73kdxrNrnlao,72,8864348,rock
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,68,1414241,rap
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,86,36534317,urbano latino
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,88,23216128,rap
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,84,8947493,rap
JID,6U3ybJ9UHNKEdsH7ktGBZ7,78,1693422,rap
JVKE,164Uj4eKjl6zTBKfJLFKKK,77,4179287,pov: indie
Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,69,1819146,rap
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,83,3709902,rap
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,68,2780910,rap
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,65,1880166,contemporary country
James Arthur,4IWBUUAFIplrNtaOHcJPRM,82,16345848,pop
James Bay,4EzkuveR9pLvDVFNx6foYD,70,3975381,pop
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,70,1196586,trap
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,67,1444928,r&b
Jasiel Nuñez,0T8Ix53aIN4F7aEKj4EnKy,73,446232,corrido
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,74,6319442,contemporary country
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,79,11903915,pop
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,72,7120995,pop
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,73,1163208,dance pop
Jay Rock,28ExwzUQsvgJooOI0X1mr3,71,1461448,rap
Jay Wheeler,2cPqdH7XMvwaBJEVjheH8g,77,3998721,urbano latino
Jeezy,4yBK75WVCQXej1p04GWqxH,70,2357102,rap
Jenni Rivera,5c4wQaXkNDqSOTjqX4ExAu,69,4380530,musica mexicana
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,76,12764085,pop
Jeremih,3KV3p5EY4AvKxOlhGHORLg,73,6532050,trap
Jeremy Jordan,0vKWxtht5v5MoAu4DID0Ub,70,91140,show tunes
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,68,2249985,pop
Jess Glynne,4ScCswdRlyA23odg9thgIO,73,3023696,pop
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,74,8532651,latin pop
Jessie J,2gsggkzM5R49q6jpPvazou,72,11542830,pop
Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,73,918706,modern country pop
Jhayco,6nVcHLIgY5pE2YCl8ubca1,82,7490465,urbano latino
Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,78,7528450,r&b
Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,69,6599836,rock
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,69,1528046,rock
Joan Sebastian,7FsRH5bw8iWpSbMX1G7xf1,77,9699958,musica mexicana
Joe Diffie,3THMgU4KdL7LlO5TEREs2g,64,797628,contemporary country
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,72,3402722,rap
John Legend,5y2Xq6xcjJb2jVM54GHK3t,76,6685970,pop
John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,65,1677016,rock
John Summit,7kNqXtgeIwFtelmRjWv205,71,259655,pop dance
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,74,6146975,rock
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,74,1943498,contemporary country
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,74,3727249,pop
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,76,7490149,pop
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,74,1198249,contemporary country
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,72,3386061,r&b
Josh Meloy,3EVsC9ZK7QMDuK4FPcZaEq,65,100045,modern country pop
Josh Ross,1ZGTSMjK1D2HrpPTOh916U,66,80403,modern country pop
Josh Turner,7vCtweS8UVAXTyau2j0rDT,65,2582650,contemporary country
Journey,0rvjqX7ttXeg3mTy8Xscbt,74,5379146,rock
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,72,4322571,urbano latino
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,72,2206038,rap
Juan Gabriel,2MRBDr0crHWE5JwPceFncq,75,8375857,musica mexicana
Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,76,4863441,latin pop
Juanes,0UWZUmn7sybxMCqrw9tGa7,76,4657327,latin pop
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,87,33195810,rap
Juicy J,5gCRApTajqwbnHHPbr2Fpi,73,3132483,rap
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,74,5037291,pop
Julien Baker,12zbUHbPHL5DGuJtiUfsip,69,471988,indie pop
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,74,2286493,latin pop
Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC,82,4803832,musica mexicana
Junior H,7Gi6gjaWy3DxyilpF1a8Is,89,15106209,musica mexicana
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,89,74475126,pop
Justin Moore,30e8DmahrEamvLbFRPdWmk,63,1821098,contemporary country
Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,81,4471811,urbano latino
Justin Timberlake,31TPClRtHm23RisEBtV3X7,83,13864414,pop
KAROL G,790FomKkXshlbRYZFtlgla,90,45383080,urbano latino
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,69,1398418,alternative r&b
KHEA,4m6ubhNsdwF4psNf3R8kwR,78,5398114,urbano latino
KISS,07XSN3sPlIlB2L2XNcTwJw,72,9305437,rock
Kacey Musgraves,70kkdajctXSbqSMJbQO424,80,1383437,contemporary country
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,74,5331685,contemporary country
Kany García,69UypehHabb68utzfjAVlV,75,2676513,latin pop
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,94,24808464,rap
Katy Perry,6jJ0s89eD6GaHleKKya26X,84,32524718,pop
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,74,7561260,pop
Keith Urban,0u2FHSq3ln94y5Q57xazwf,69,5099589,contemporary country
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,74,10300316,pop
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,69,1139357,contemporary country
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,90,27514243,rap
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,72,4363974,contemporary country
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,74,491805,singer-songwriter pop
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,69,1958958,dance pop
Kesha,6LqNN22kT3074XbTVUrhzX,79,7750686,pop
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,73,6002267,rap
Key Glock,0RESbWvOMyua0yuyVrztJ5,77,1955897,rap
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,70,3811452,r&b
Khalid,6LuN9FCkKOj5PcnpouEgny,84,16075088,pop
Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,81,6950061,rap
Killer Mike,2N4EYkIlG1kv25g6Wv8LGI,65,427406,hip hop
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,76,1074845,pop
Kimiko Glenn,6lU0XGyOn94aBZno3H9WpA,70,8227,show tunes
King Von,6QtgPSJPSzcnn7dPZ4VINp,76,4311592,rap
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,76,5298066,rock
Kodak Black,46SHBwWsqBkxI7EeeBEQG7,80,10365349,rap
Korn,3RNrq3jvMZxD9ZyoOZbQOD,77,7313936,rock
Kygo,23fqKkggKUBHNkbKtXEls4,80,8312373,pop
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,72,1939340,dance pop
La Adictiva,49EE6lVLgU8sp7dFgPshgM,72,5734133,musica mexicana
La Arrolladora Banda El Limón De Rene Camacho,5bSfBBCxY8QAk4Pifveisz,77,6494404,musica mexicana
La Fiera de Ojinaga,6qm0DFounuQWwu6IF0ZGH2,66,540315,musica mexicana
Labrinth,2feDdbD5araYcm6JhFHHw7,78,3196132,pop
Lady A,32WkQRZEVKSzVAAYqukAEA,67,3656512,contemporary country
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,85,29543557,pop
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,72,629526,contemporary country
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,90,33940275,pop
Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,64,641164,contemporary country
Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,69,2693417,ccm
Lauv,5JZ7CnR6gTvEMKX4g70Amv,75,6138425,pop
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,76,14121948,rock
Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,68,2203413,contemporary country
Lenin Ramírez,3hTffafUYLLgO4yuPAxb5U,68,3046270,musica mexicana
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,70,3160492,rock
Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd,82,2662053,urbano latino
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,72,1647654,soul
Leslie Odom Jr.,3cR4rhS2hBWqI7rJEBacvN,71,259487,show tunes
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,81,12401472,pop
Lil Baby,5f7VJjfbwm532GiveGC0ZK,86,17118704,rap
Lil Durk,3hcs9uc56yIGFCSy9leWe7,81,7312199,rap
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,74,1536907,trap
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,81,7161463,rap
Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,78,8241040,rap
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,84,16914301,rap
Lil Wayne,55Aa2cqylxrFIXC767Z865,86,14355268,rap
Lil Yachty,6icQOAFXDZKsumw3YXyusw,80,9795780,rap
Lily-Rose Depp,1pBLC0qVRTB5zVMuteQ9jJ,78,103702,pop
Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,76,5827136,rock
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,73,635618,show tunes
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,86,25072518,rock
Little Big Town,3CygdxquGHurS7f9LjNLkv,62,2747711,contemporary country
Little Mix,3e7awlrlDSwF3iM0WBjGMp,74,11804210,pop
Livingston,2fPsJqR6zfoHatC1eFr0eQ,69,554496,singer-songwriter pop
Lizzo,56oDRnqbIiwx4mymNEv7dS,71,5708979,pop
Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,75,885703,indie pop
Lloyd,1Xfmvd48oOhEWkscWyEbh9,66,2253099,trap
Logic,4xRYI6VqpkE3UwrDrAZL8L,74,6005909,rap
Lorde,163tK9Wjr9P9DmM0AVK7lm,76,9935280,pop
Los Alegres Del Barranco,2TSslwx9J30KElgEr68sdv,68,918958,musica mexicana
Los Bukis,16kOCiqZ1auY4sokSeZuKf,74,4002800,musica mexicana
Los Cadetes De Linares,1iIxNEvPPmdFIIP0tdpw6G,70,2482378,musica mexicana
Los Caminantes,6ziEnj8UydSg8dr68C3aut,67,1985574,musica mexicana
Los Dareyes De La Sierra,1ZMJSCQw8DIefcLb1FIpY0,74,984980,musica mexicana
Los Dos Carnales,25UNJbwGZSQKvz5cPLWlv3,72,2818371,musica mexicana
Los Gemelos De Sinaloa,1Zkxm1dM3HI3QkTmxUEVQA,67,772262,corrido
Los Inquietos Del Norte,0pgvlX0BkfmeirXTDiNmya,70,1556132,musica mexicana
Los Invasores De Nuevo León,5CGtBYmVPeLhI1kM2Fn9Gv,71,1959123,musica mexicana
Los Primos del Este,5MEewKjCN4Dw20OFV2IGMo,65,270988,corrido
Los Rehenes,5IaAggho4F1gWHE5REe1e8,66,1146050,musica mexicana
Los Temerarios,3YbOSxo85kla7RID8ugnW3,80,4380763,musica mexicana
Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy,77,5440045,musica mexicana
Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,75,2970432,musica mexicana
Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,76,7223105,musica mexicana
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,77,2778859,pop dance
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,69,656593,pop dance
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,70,2850116,soul
Luar La L,4axKuDPr6WKcDCyh8vueTY,76,1017038,urbano latino
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,70,488276,indie pop
Ludacris,3ipn9JLAPI5GUEo4y4jcoi,77,2865787,rap
Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,74,10490043,latin pop
Luis Miguel,2nszmSgqreHSdJA3zWPyrW,82,15060466,latin pop
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,76,8515794,contemporary country
Luke Combs,718COspgdWOnwOFpJHRZHS,84,10300469,contemporary country
Lunay,47MpMsUfWtgyIIBEFOr4FE,73,9369810,urbano latino
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,67,1855559,rap
Lyanno,1Ts9of7VPZElwPQnqnDSfW,72,1338977,urbano latino
Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,73,5038304,rock
MARINA,6CwfuxIqcltXDGjfZsMd9A,72,5328075,pop
MAX,1bqxdqvUtPWZri43cKHac8,70,898873,singer-songwriter pop
MEDUZA,0xRXCcSX89eobfrshSVdyu,76,743168,pop dance
MF DOOM,2pAWfrd7WFF3XhVt9GooDL,76,2840447,rap
MGMT,0SwO7SWeDHJijQ3XNS7xEE,75,3044635,rock
MKTO,2l35CQqtYRh3d8ZIiBep4v,66,1053097,pop
Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,80,5625982,pov: indie
Mac Miller,4LLpKhyESsyAXpc4laK94U,82,10238326,rap
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,75,6399692,pop
Madlib,5LhTec3c7dcqBvpLRWbMcf,68,474515,hip hop
Madonna,6tbjWDEIzxoDsBA1FuhfPW,81,7613494,pop
Maggie Rogers,4NZvixzsSefsNiIqXn0NDe,71,1064562,indie pop
Major Lazer,738wLrAtLtCtFOLvQBXOXp,77,6121554,pop
Maluma,1r4hJ1h58CWwUQe3MxPuau,85,33597460,urbano latino
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,76,297379,urbano latino
Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,83,13478833,urbano latino
Maná,7okwEbXzyT2VffBmyQBWLz,78,10656307,latin pop
Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,76,9491155,latin pop
Marca MP,44mEtidu0VdRkIqO4IbkNa,68,2413220,musica mexicana
Marco Antonio Solís,3tJnB0s6c3oXPq1SCCavnd,75,6900303,musica mexicana
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,70,793588,contemporary country
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,77,9778671,pop
Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,66,384082,alternative r&b
Marilyn Manson,2VYQTNDsvvKN9wmU5W7xpj,70,4256946,rock
Mario,20s0P9QLxGqKuCsGwFsp7w,68,3358286,dance pop
Mark Ambor,11p2E654TTU8e0nZWBR4AL,73,281072,singer-songwriter pop
Maroon 5,04gDigrS5kc9YWfZHwBETP,85,41233218,pop
Marshmello,64KEffDW9EtZ1y2vBYgq8T,84,33626356,pop
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,76,14993554,pop
Marvin Gaye,3koiLjNrgRTNbOwViDipeA,74,5255505,soul
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,71,3755457,dance pop
Masego,3ycxRkcZ67ALN3GQJ57Vig,73,1344614,alternative r&b
Matt Hansen,6wlhqnATSJIc0NQ64VxOVJ,69,431623,singer-songwriter pop
Matt Maltese,12j6dJrPXanCBwY599pZxf,69,535450,pov: indie
Meek Mill,20sxb77xiYeusSH8cVdatc,74,7768247,rap
Megadeth,1Yox196W7bzVNZI7RBaPnf,70,5213022,rock
Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,69,298067,contemporary country
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,79,8899688,pop
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,78,14731286,pop
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,81,19826226,pop
Men I Trust,3zmfs9cQwzJl575W1ZYXeT,71,1760718,pov: indie
MercyMe,6APm8EjxOHSYM5B4i3vT3q,63,1755725,ccm
Metallica,2ye2Wgw4gimLv2eAKyk1NB,82,26800918,rock
Method Man,4VmEWwd8y9MCLwexFMdpwt,70,2112622,hip hop
Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,93,7669619,rap
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,83,30387404,r&b
Migos,6oMuImdp5ZcFhWP0ESe6mG,76,13688016,rap
Miguel,360IAlyVv4PCEVjgyMZrxK,79,4987559,r&b
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,70,1354268,pop
Mike WiLL Made-It,0NWbwDZY1VkRqFafuQm6wk,68,1559655,rap
Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,86,23613573,pop
Milky Chance,1hzfo8twXdOegF3xireCYs,73,1903254,modern rock
Milo j,19HM5j0ULGSmEoRcrSe5x3,82,2983231,urbano latino
Mindless Self Indulgence,5R5MLOQbI4lb7GHYioPqoN,66,955800,pov: indie
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,69,3536354,contemporary country
Missy Elliott,2wIVse2owClT7go1WT98tk,71,2421607,rap
Mitchell Tenpenny,1p6CdzJRoicjRcSdWoB9Qc,64,500677,contemporary country
Mitski,2uYWxilOVlUdk4oV9DvwqK,84,7459669,pov: indie
Modest Mouse,1yAwtBaoHLEDWAnWR87hBT,65,1441121,modern rock
Money Man,3Rx4PJ7SP6unkOk5elPUK7,69,614991,trap
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,76,4394089,rap
Mora,0Q8NcsJwoCbZOHHW63su5S,83,4596427,urbano latino
Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,88,9015449,contemporary country
Mother Mother,0e86yPdC41PGRkLp2Q1Bph,73,3920524,pov: indie
Motionless In White,6MwPCCR936cYfM1dLsGVnl,69,1564611,alternative metal
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,73,2800248,hip hop
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,70,484146,pov: indie
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,72,6360102,modern rock
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,64,249230,modern country pop
Muse,12Chz98pHFMPJEknJQMWvI,75,7707875,rock
Mustard,0YinUQ50QDB7ZxSCLyQ40k,71,1168176,rap
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,77,8354640,rock
Myke Towers,7iK8PXO48WeuP03g8YR51W,88,14414668,urbano latino
MØ,0bdfiayQAKewqEvaU6rXCv,72,1442397,dance pop
Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,71,5050218,rock
NATTI NATASHA,1GDbiv3spRmZ1XdM1jQbT7,73,9853973,urbano latino
NAV,7rkW85dBwwrJtlHRDkJDAC,72,3440482,rap
NEEDTOBREATHE,610EjgFatGvVPtib97jQ8G,63,818715,ccm
NF,6fOMl44jA4Sp5b9PpYCkzz,79,9698169,hip hop
NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,79,7877983,rap
Nas,20qISvAhX20dpIbOOzGK3q,72,3658658,rap
Nat King Cole,7v4imS0moSyGdXyLgVTIV7,69,2207182,soul
Natalia Lafourcade,1hcdI2N1023RvSwLzTtdsp,73,4409490,latin pop
Natanael Cano,0elWFr7TW8piilVRYJUe4P,89,11950902,musica mexicana
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,76,1724198,pop
Nate Dogg,1Oa0bMld0A3u5OTYfMzp5h,75,1627209,hip hop
Nate Smith,4NYMUsIcUUsBHbV9DICa5x,69,306771,contemporary country
Ne-Yo,21E3waRsmPlU7jZsS13rcj,81,8609698,pop
Neil Young,6v8FB84lnmJs434UJf2Mrm,68,2899383,rock
Nelly,2gBjLmx6zQnFGQJCAQpRgw,74,2727054,rap
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,77,3783726,pop
Neon Trees,0RpddSzUHfncUWNJXKOsjy,66,1209445,pov: indie
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,77,9828099,pop
Nic D,1XlLhtgJjC4ROQZilBZAvw,69,399814,singer-songwriter pop
Nickelback,6deZN1bslXzeGvOLaLMOIF,78,6673822,alternative metal
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,87,30824295,pop
Nicki Nicole,2UZIAOlrnyZmyzt1nuXr9y,81,6422390,urbano latino
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,80,18514970,urbano latino
Nine Inch Nails,0X380XXQSNBYuleKzav5UO,66,2541803,rock
Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,66,3390285,rap
Nirvana,6olE6TJLqED3rqDCT0FyPh,82,19084280,rock
No Doubt,0cQbJU1aAzvbEmTuljWLlF,69,2735821,rock
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,73,1281030,pop
Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,87,2611083,pov: indie
Noriel,3RtNN1VnooWEn3KQk03DUL,77,7585755,urbano latino
Oasis,2DaxqgrOhkeH0fpeiQq2f4,77,9760702,rock
Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,68,3466269,modern rock
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,80,3879039,rap
Okieriete Onaodowan,6G3sPhnj4JBCsBVBGvZnkk,66,6607,show tunes
Old Dominion,6y8XlgIV8BLlIg1tT1R10i,69,1492555,contemporary country
Ole 60,3iXeAZ8862AyoZ5ZGg800O,64,108841,modern country pop
Oliver Anthony Music,6IkfE2JyVoKwBZXvuytKX3,67,807536,modern country pop
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,90,34863835,pop
Omar Courtz,3E12tRURRvPfHz0hAMCFYc,69,150840,urbano latino
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,84,34595242,pop
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,83,16764233,pop
Original Broadway Cast of Hamilton,3UUJfRbrA2nTbcg4i0MOwu,73,438423,show tunes
Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,84,1339776,corrido
Otis Redding,60df5JBRRPcnSpsIMxxwQm,71,2204629,soul
Outkast,1G9G7WwrXka3Z1r7aIDjI7,75,2573879,rap
Ovy On The Drums,3m5qlPf2OkihLz3dRYnkPA,75,317721,urbano latino
Owl City,07QEuhtrNmmZ0zEcqE9SF6,69,2325276,pop
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,86,36452772,urbano latino
Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,72,5366631,rock
P!nk,1KCSPY1glIKqW2TotWuXOR,81,16424742,pop
PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,79,6384453,rap
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,78,12091541,pop
Pantera,14pVkFUHDL207LzLHtSA18,69,4895173,rock
Papa Roach,4RddZ3iHvSpGV4dvATac9X,72,5098907,rock
Paramore,74XFHRwlV6OrjEM0A2NCMF,78,8366103,pop
Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,68,457537,contemporary country
Passion,6piIAIurGAryW5h1rqQC16,63,431402,ccm
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,71,4698215,rock
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,68,2273286,rock
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,75,8624889,rock
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,79,4426900,pop
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,66,873620,ccm
Phillipa Soo,2OEGI2wrCVmvavKEOMlccy,66,72578,show tunes
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,78,2317644,pov: indie
Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,73,2886220,modern rock
Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,79,20086163,rock
Pitbull,0TnOYISbd1XYRBk9myaseg,84,10208343,pop
Pixies,6zvul52xwTWzilBZl6BUbT,70,2894563,rock
Plan B,2jSGzJw0ebJLu7OLVSOcBP,80,4095068,urbano latino
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,89,10417053,rap
PnB Rock,21WS9wngs9AqFckK7yYJPM,68,4087277,rap
Polo G,6AgTAQt8XS6jRWi4sX7w49,81,11090560,rap
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,68,1553724,trap
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,80,13949957,rap
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,67,1429202,modern rock
Post Malone,246dkjvS1zLTtiykXe5h60,88,43480611,pop
Prince,5a2EaR3hamoenG9rDuVn8j,71,7192996,rock
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,76,7701612,urbano latino
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,67,810246,trap
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,63,2011841,alternative metal
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,73,2892615,rap
Quavo,0VRj0yCOv2FXJNP47XQnx5,78,7274251,rap
Queen,1dfeR4HaWDbWqFHLkxsg1d,85,49357970,rock
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,71,3464011,rock
Quevedo,52iwsT98xCoGgiGntTiR7K,83,4274219,urbano latino
R.E.M.,4KWTAlx2RvbpseOGMEmROg,73,4432093,rock
R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,76,2506083,pop dance
REO Speedwagon,55vs7NT1KxcFjbMC4y202E,65,2503282,rock
