artist_name,artist_id,artist_popularity,artist_n_followers,genre
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,79,8085205,pop
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,81,9652264,rock
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,71,7348107,rap
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,71,5871355,rock
Rainbow Kitten Surprise,4hz8tIajF2INpgM0qzPJz2,71,1105756,pov: indie
Randy Travis,1pTuR132U5b4Rizal2Pr7m,64,1713967,contemporary country
Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,69,3527742,contemporary country
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,88,21220427,urbano latino
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,74,69772,pop dance
Reba McEntire,02rd0anEWfMtF7iMku9uor,62,2005722,contemporary country
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,82,20505738,rock
Reik,0vR2qb8m9WHeZ5ByCbimq2,78,8620932,urbano latino
Rels B,2IMZYfNi21MGqxopj9fWx8,81,6680723,urbano latino
Remi Wolf,0NB5HROxc8dDBXpkIi1v3d,66,459436,indie pop
Ricardo Arjona,0h1zs4CTlU9D2QtgPxptUD,75,12448787,latin pop
Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,65,2774402,trap
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,80,3259488,rap
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,77,7117467,rap
Ricky Montgomery,0ZUvK7zGdXLd78mQr3t1Tw,68,1794146,pop
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,64,1091866,alternative r&b
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,91,59282646,pop
Riley Green,2QMsj4XJ7ne2hojxt6v5eb,70,723494,contemporary country
Rise Against,6Wr3hh341P84m3EI8qdn9O,71,2665610,alternative metal
Rita Ora,5CCwRZC6euC8Odo6y9X8jr,72,8246874,pop
Rob Zombie,3HVdAiMNjYrQIKlOGxoGh5,68,2886221,rock
Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,77,3070977,pop dance
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,76,10422163,rap
Rodney Atkins,2qgvmDsc4jrqbAbjq1HGM2,64,1875288,contemporary country
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,82,20451471,urbano latino
Rush,2Hkut4rAAyrQxRdof7FVJq,65,2263594,rock
Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,73,3396750,pop
Ryan Castro,7j6DKwmjbxvpQO8h914uEz,79,2354224,urbano latino
Ryan Mack,5LGo1zHegJTWzqVXgeNplt,66,314475,singer-songwriter pop
SAIKO,2O8vbr4RYPpk6MRA4fio7u,79,756923,urbano latino
SZA,7tYKF4w9nC0nq9CsPZTHyP,91,19003832,pop
Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,82,7782291,pop
Sam Barber,08GfvCW09pv2QP4y9sle2a,68,319501,modern country pop
Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,69,1594725,soul
Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,70,2281194,contemporary country
Sam Smith,2wY79sveU1sp5g7SokKOiI,83,23539841,pop
ScHoolboy Q,5IcR3N7QB1j6KBL8eImZ8m,74,4666475,rap
Scorpions,27T030eWyCQRmDyuvr1kxY,72,6990667,rock
Sean Kingston,6S0dmVVn4udvppDhZIWxCr,71,3226406,pop
Sean Paul,3Isy6kedDrgPYoTS1dazA9,81,4583464,pop
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,80,22225536,urbano latino
Sech,77ziqFxp5gaInVrF2lj4ht,82,11904234,urbano latino
Seether,6B5c4sch27tWHAGdarpPaW,69,3345751,alternative metal
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,82,48837565,pop
Set It Off,06bDwgCHeMAwhgI8il4Y5k,66,935547,pov: indie
Shaggy,5EvFsr3kj42KNv97ZEnqij,72,2136922,dance pop
Shakira,0EmeFodog0BfCgMzAIvKQp,87,32530162,pop
Shane & Shane,2LFbgsbEhfilNpQYW7mied,63,405092,ccm
Shania Twain,5e4Dhzv426EvQe3aDb64jL,72,2995879,contemporary country
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,82,42458635,pop
Shinedown,70BYFdaZbEKbeauJ670ysI,71,4023445,alternative metal
Shy Glizzy,1DvtabXAjfrMihPP6JQdHs,63,855299,trap
SiR,3QTDHixorJelOLxoxcjqGx,69,1000295,alternative r&b
Sia,5WUlDfRSoLAfcVSX1WnrxN,84,27621477,pop
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,72,5080553,rock
Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,73,5726465,rap
Skillet,49bzE5vRBRIota4qeHtQM8,74,4994749,alternative metal
Skrillex,5he5w2lnU9x7JFhnwcekXX,76,7561628,pop dance
Slayer,1IQ2e1buppatiN1bxUVkrk,67,3842080,rock
Slipknot,05fG473iIaoy82BF1aGhL8,79,10859618,rock
Smino,1ybINI1qPiFbwDXamRtwxD,66,919978,alternative r&b
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,66,1183942,alternative r&b
Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,82,11410145,rap
Sophie Ellis-Bextor,2cBh5lVMg222FFuRU7EfDE,73,485956,dance pop
Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,68,2005981,rap
Soundgarden,5xUf6j4upBrXZPg6AI4MRK,68,4315363,rock
Staind,5KDIH2gF0VpelTqyQS7udb,65,2479192,alternative metal
Steely Dan,6P7H3ai06vU1sGvdpBwDmE,68,2183046,rock
Steve Aoki,77AiFEVeAVj2ORpC85QVJs,71,3714076,pop dance
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,68,2964540,rock
Steven Universe,4rF7c8zpCKzuSXohs2HIpA,68,964394,pov: indie
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,75,6364949,soul
Still Woozy,4iMO20EPodreIaEl8qW66y,69,983761,pov: indie
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,67,3439759,rock
Stray Kids,2dIgFjalVxs4ThymZ67YCE,82,15023253,pop
Suki Waterhouse,5GGJosGMs08YEmKTZJe1fL,69,632628,indie pop
Sum 41,0qT79UgT5tY4yudH9VfsdT,74,3781699,rock
Summer Walker,57LYzLEk2LcFghVwuWbcuS,80,6236038,rap
Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,70,3378065,rock
Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,68,1112417,pov: indie
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,81,2099607,rap
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,75,3716978,pop dance
Syleena Johnson,1lE6SEy8f84Zhjvp7r8yTD,66,320894,r&b
System Of A Down,5eAWCfyUhZtHHtBdNk56l1,80,10378395,rock
T-Pain,3aQeKQSyrW4qWr35idm0cy,79,4715130,rap
T.I.,4OBJLual30L7gRl5UkeRcT,74,4672209,rap
TAYA,3D04fb59z3ANxVaeHBfxtW,67,100718,ccm
TINI,7vXDAI8JwjW531ouMGbfcp,78,7693068,latin pop
TLC,0TImkz4nPqjegtVSMZnMRq,70,3896137,dance pop
TOOL,2yEwvVSSSUkcLeSTNyHKh8,70,3593908,rock
TOTO,0PFtn5NtBbbUNbU9EAmIWF,74,2867147,rock
TV Girl,0Y6dVaC9DZtPNH4591M42W,82,5931306,pov: indie
TWICE,7n2Ycct7Beij7Dj7meI4X0,81,19926731,pop
Tainy,0GM7qgcRCORpGnfcN2tCiB,78,2052119,urbano latino
Taio Cruz,6MF9fzBmfXghAz953czmBC,70,2189654,pop
Takeoff,3EW0kQ1skZiK1NHg3Spt9J,69,1805767,rap
Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,68,2399846,rock
Tally Hall,7lqaPghwYv2mE9baz5XQmL,66,768700,pov: indie
Tame Impala,5INjqkS1o8h1imAzPqGZBb,80,7600328,rock
Tammi Terrell,75jNCko3SnEMI5gwGqrbb8,67,177276,soul
Tanner Adell,5xKVALj2MSqOHmQhburCM8,66,82196,modern country pop
Tate McRae,45dkTj5sMRSjrmBSBeiHym,85,5130739,pop
Tauren Wells,3SKza3YPBri1k43LB1Tqy4,63,633404,ccm
Tay-K,2ODbg2404zUzTi02qIPEjB,67,3469400,rap
Taylor Swift,06HL4z0CvFAxyc27GXpf02,100,107122429,pop
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,75,3358648,rock
Tee Grizzley,6AUl0ykLLpvTktob97x9hO,69,3680388,rap
Tego Calderón,3SUT1jjM5hzZj9TLfLZGIP,71,4572457,urbano latino
The 1975,3mIj9lX2MWuHmhNCA7LSCW,77,7109263,pop
The Alchemist,0eVyjRhzZKke2KFYTcDkeu,71,636924,hip hop
The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,67,2598155,alternative metal
The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,66,626239,pov: indie
The Beach Boys,3oDbviiivRWhXwIE8hxkVV,72,4428478,rock
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,85,27102029,rock
The Black Keys,7mnBLXK823vNxN3UWB7Gfz,75,3928753,rock
The Cars,6DCIj8jNaNpBz8e5oKFPtp,65,1783991,rock
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,81,20016231,pop
The Chicks,25IG9fa7cbdmCIy3OnuH57,66,1408367,contemporary country
The Clash,3RGLhK1IP9jnYFH4BRFJBS,70,2693122,rock
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,76,4079456,rock
The Cure,7bu3H8JO7d0UbMoVzbo70s,76,5302788,rock
The Doobie Brothers,39T6qqI0jDtSWWioX8eGJz,67,2459821,rock
The Doors,22WZ7M8sxp5THdruNY3gXt,73,7734403,rock
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,70,3968816,pop
The Game,0NbfKEOTQCcwd6o7wSDOHI,72,4767670,rap
The Jackson 5,2iE18Oxc8YSumAU232n4rW,66,1509630,soul
The Killers,0C0XlULifJtAgn6ZNCW2eu,77,7209030,rock
The Living Tombstone,0I6yADrmeyvw66g7yjkqIF,72,3655670,pov: indie
The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,78,5337661,modern rock
The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,68,1750600,rock
The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,84,15873566,pop
The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,77,9991155,rap
The Offspring,5LfGQac0EIXyAN8aUwmNAQ,77,5450904,rock
The Police,5NGO30tJxFlKixkPSgXcFE,77,5968246,rock
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,69,5559724,pop
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,80,13783161,rock
The Score,2q3GG88dVwuQPF4FmySr9I,68,1417822,pov: indie
The Script,3AQRLZ9PuTAozP28Skbq8V,74,7917862,pop
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,72,4969479,rock
The Smiths,3yY2gUcIsjMr8hjo51PoJ8,78,5500230,rock
The Strokes,0epOFNiUfyON9EYx7Tpr6V,76,5543771,rock
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,67,2880213,soul
The Walters,027TpXKGwdXP7iwbjUSpV8,72,677064,pov: indie
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,95,81802693,pop
The White Stripes,4F84IBURUo98rz4r61KF70,71,3061414,rock
The Who,67ea9eGLXYMsO2eYQRui3w,68,5295218,rock
The-Dream,1W3FSF1BLpY3hlVIgvenLz,64,1266029,trap
Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,63,2077679,alternative metal
Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,64,1544887,alternative metal
Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,70,3448061,modern rock
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,73,4650016,contemporary country
Three 6 Mafia,26s8LSolLfCIY88ysQbIuT,63,1291313,trap
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,75,5985458,rock
Tiago PZK,5Y3MV9DZ0d87NnVm56qSY1,79,4820321,urbano latino
Tim McGraw,6roFdX1y5BYSbp60OTJWMd,72,4455335,contemporary country
Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,78,2784632,pop
Tinashe,0NIIxcxNHmOoyBx03SfTCD,67,2676827,pop
Tito Double P,5eumcnUkdmGvkvcsx1WFNG,77,741907,corrido
Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,85,7204924,pop dance
Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,73,2327704,contemporary country
TobyMac,5VX8hxrcfJWwaTLiqGUHG3,67,1302596,ccm
Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,69,2490860,rock
Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,67,2712190,rock
Tony Aguirre,6twEaJ9RPRYiCmWapjG8xh,72,654192,corrido
Topic,0u6GtibW46tFX7koQ6uNJZ,73,241957,pop dance
Tori Kelly,1vSN1fsvrzpbttOYGsliDr,67,2120235,pop
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,81,6563317,rap
Tove Lo,4NHQUGzhtTLFvgF5SZesLK,73,3539406,pop
Train,3FUY2gzHeIiaesXtOAdB7A,74,4195163,pop
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,94,28554337,rap
Travis Tritt,2M4Yt7oKGoYd0wqU44k4i2,63,1370665,contemporary country
Treaty Oak Revival,3444S3C4U9Ts86BnCtSPRV,70,157530,modern country pop
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,69,7301744,trap
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,82,9420384,rap
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,78,8108735,pop
Tucker Wetmore,4sCKpwwEsgReZxjtKFm2A0,65,120854,modern country pop
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,82,24008030,pop
Twista,6vbY3hOaCAhC7VjucswgdS,66,1055525,trap
Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,69,2372858,modern rock
Two Feet,5sWHDYs0csV6RS48xBl0tH,70,1965463,modern rock
Ty Dolla $ign,7c0XG5cIJTrrAgEC3ULPiq,88,5172781,hip hop
Tyga,5LHRHt1k9lMyONurDHEdrp,78,6772502,rap
Tyler Hubbard,3BEV5FcxOtkQJ7lLRKMh3V,66,161414,contemporary country
"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,85,14579538,rap
U2,51Blml2LZPmy7TTiAg47vQ,78,11983939,rock
UPPERROOM,107CG0UhUl9GJnPwF83N63,64,341588,ccm
USHER,23zg3TcAtWQy7J6upgbUnj,83,11208317,pop
Vacations,0U7iI0Dk4Ojvi17nZboNO4,73,968234,pov: indie
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,71,1912890,modern rock
Van Halen,2cnMpRsOVqtPMfq7YiFE6K,72,5894112,rock
Van Morrison,44NX2ffIYHr6D4n7RaZF7A,73,3106484,rock
Vance Joy,10exVja0key0uqUkk6LJRT,75,3034978,modern rock
Victoria Monét,63XBtGSEZINSyXylZxEUbv,70,1017841,r&b
Vince Staples,68kEuyFKyqrdQQLLsmiatm,67,1851443,rap
W&W,2rTo8KIkBTFjQS7VvaKYQ4,74,833708,pop dance
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,70,2093923,modern rock
WILLOW,3rWZHrfrsPBxVy692yAIxF,71,2497063,pop
Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,65,2647810,rap
Wale,67nwj3Y5sZQLl72VNUHEYE,69,4106347,rap
Wallows,0NIPkIjTV8mB795yEIiPYL,72,2679472,pov: indie
Warren Zeiders,7kplJl06UmldxLKseURAYi,70,620863,modern country pop
Weezer,3jOstUTkEu2JkjvRdBA5Gu,74,3461383,rock
Westside Gunn,0ABk515kENDyATUdpCKVfW,67,580442,hip hop
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,76,9933507,pop
Wisin,3E6xrwgnVfYCrCs0ePERDz,75,8996502,urbano latino
Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,79,7111929,urbano latino
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,81,10920352,rap
Wu-Tang Clan,34EP7KEpOjXcM2TCat1ISk,67,3061944,rap
Wyatt Flores,46lEQmDJLJeyltECJYJv1Y,65,195897,modern country pop
X Ambassadors,3NPpFNZtSTHheNBaWC82rB,72,2977580,modern rock
XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,86,44262126,rap
YG,0A0FS04o6zMoto8OKPsDwY,72,3232441,rap
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,73,10297408,rap
YOVNGCHIMI,4aSlfXDn9R60UlbZEboBUy,76,842774,urbano latino
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,68,2257116,rock
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,79,7474153,urbano latino
Yo Gotti,6Ha4aES39QiVjR0L2lwuwq,64,4298261,rap
Young Dolph,3HiuzBlSW7pGDXlSFMhO2g,72,2833676,rap
Young Miko,3qsKSpcV3ncke3hw52JSMB,82,2760421,urbano latino
Young Nudy,5yPzzu25VzEk8qrGTLIrE1,71,1443435,rap
Young Thug,50co4Is1HCEo8bhOyUWKpn,84,9738615,rap
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,67,1553069,pov: indie
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,82,12499834,rap
Yung Joc,23LbwefIODbyGdRbAz3urj,63,802711,trap
Yuridia,5B8ApeENp4bE4EE3LI8jK2,75,4300590,latin pop
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,77,22797166,pop
ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,70,4268836,rock
Zac Brown Band,6yJCxee7QumYr820xdIsjo,72,3743455,contemporary country
Zach Williams,6g10GEtmIVqIQBhPZh4ScQ,62,400452,ccm
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,78,10379591,pop
Zedd,2qxJFvFYMEDqd7ui6kSAcq,74,5872043,pop
Zendaya,6sCbFbEjbYepqswM1vWjjs,69,4577607,pop
Zion,1pgDilWYDWLoOgGjf1iHNu,74,4034901,urbano latino
Zion & Lennox,21451j1KhjAiaYKflxBjr1,75,7508031,urbano latino
alt-J,3XHO7cRUPCLOr6jwp8vsx5,71,3241143,rock
beabadoobee,35l9BRT7MXmM8bv2WDQiyB,77,3340122,pov: indie
benny blanco,5CiGnKThu5ctn9pBxv7DGa,73,1137746,pop
blackbear,2cFrymmkijnjDg9SS92EPM,74,4924634,pop
blink-182,6FBDaR13swtiWwGhX1WQsP,79,8091286,rock
boygenius,1hLiboQ98IQWhpKeP9vRFw,69,862029,indie pop
deadmau5,2CIMQHirSU0MQqyYHq0eOx,67,2751676,pop dance
for KING & COUNTRY,3sDbKMebVH2VYcRSl7u1VC,65,1225526,ccm
girl in red,3uwAm6vQy7kWPS2bciKWx9,75,7085867,pov: indie
salvia palth,0pg0Zm8FsGAYy5kdHuBnSo,69,1062411,pov: indie
will.i.am,085pc2PYOi8bGKj0PNjekA,73,4085754,pop
Ángela Aguilar,3abT87tqQ4Q5PA5nw6CYyH,71,883989,musica mexicana
Ñengo Flow,12vb80Km0Ew53ABfJOepVz,80,5756332,urbano latino
