artist_name,artist_id,artist_popularity,artist_n_followers,artist_genres
Foreigner,6IRouO5mvvfcyxtPDKMYFN,69,3103083,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
Foster The People,7gP3bB2nilZXLfPHJhMdvc,72,3721642,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']"
Frank Ocean,2h93pZq0e7k5yf4dywlkpM,85,13452741,"['lgbtq+ hip hop', 'neo soul']"
Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,77,7018004,"['adult standards', 'easy listening', 'lounge']"
Fred again..,4oLeXFyACqeem2VImYeBFe,79,1394557,"['edm', 'house', 'stutter house']"
Freddie Dredd,0dlDsD7y6ccmDm8tuWCU6F,71,1798702,"['aesthetic rap', 'meme rap', 'phonk']"
Freddie Gibbs,0Y4inQK6OespitzD6ijMwb,65,1258039,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'underground hip hop']"
French Montana,6vXTefBL93Dj5IqAWq6OTv,76,5359323,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Frédéric Chopin,7y97mc3bZRFXzT2szRM4L4,73,3226966,"['classical', 'early romantic era', 'polish classical']"
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,89,8209100,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Future,1RyvyyTE3xzB2ZywiAwp0i,94,16571399,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
G Herbo,5QdEbQJ3ylBnc3gsIASAT5,69,2067768,"['chicago drill', 'chicago rap', 'drill', 'trap']"
G-Eazy,02kJSzxNuaWGqwubyUba0Z,78,5237779,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']"
GROUPLOVE,3kVUvbeRdcrqQ3oHk5hPdx,65,1162130,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie']"
Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,63,334145,['contemporary country']
Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,83,2396979,"['corrido', 'sierreno']"
Galantis,4sTQVOfp9vEMCemLw50sbu,72,3329085,"['dance pop', 'edm', 'pop', 'pop dance']"
GameChops,1T7zBkQCOCacKjbnmFX7cp,65,152389,"['lo-fi vgm', 'otacore', 'pixel', 'vgm remix']"
Gavin Adcock,5jG6uRqinuI83luutMpW6y,65,98337,['modern country pop']
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,73,4143789,"['folk-pop', 'neo-singer-songwriter']"
George Harrison,7FIoB5PHdrMZVC3q2HE5MS,67,2629491,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
George Michael,19ra5tSw0tWufvUp8GotLo,73,4709420,['new wave pop']
George Strait,5vngPClqofybhPERIqQMYd,73,4210662,"['contemporary country', 'country', 'country road']"
Gera MX,2hejA1Dkf8v8R0koF44FvW,76,4734995,"['mexican hip hop', 'rap conciencia']"
Gerardo Ortiz,4J13m9IZh03PEhoxAxRhXO,73,7521082,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
Germ,4OYIkXBBN6ET96coWyWAXh,66,203470,['dark trap']
Gesaffelstein,3hteYQFiMFbJY7wS0xDymP,73,582254,['dark clubbing']
Ghost,1Qp56T7n950O3EGMsSl81D,73,3038661,"['hard rock', 'metal']"
Ghostemane,3uL4UpqShC4p2x1dJutoRW,71,3468684,"['cloud rap', 'dark trap', 'florida rap']"
Ghostface Killah,6FD0unjzGQhX3b6eMccMJe,65,881422,"['east coast hip hop', 'hardcore hip hop']"
Giveon,4fxd5Ee7UefO4CUXgwJ7IP,76,3687636,['r&b']
Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,76,4067900,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
Glee Cast,0SCbttzoZTnLFebDYmAWCm,69,1498375,"['glee club', 'post-teen pop']"
GloRilla,2qoQgPAilErOKCwE2Y8wOG,72,631282,['southern hip hop']
Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,68,3172016,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
GoldLink,5XenQ7XfcvQdfIbpLEFaKQ,65,884879,['alternative r&b']
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,79,11420503,"['alternative hip hop', 'modern rock', 'rock']"
Gotye,2AsusXITU8P25dlRNhcAbG,71,2146305,['australian pop']
Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,75,1690390,['alt z']
Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,65,1794943,"['cosmic american', 'jam band', 'psychedelic rock']"
Green Day,7oPftvlwr6VrsViSDV7fJY,80,14705183,"['modern rock', 'permanent wave', 'punk', 'rock']"
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,70,887307,"['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']"
Greta Van Fleet,4NpFxQe2UvRCAjto3JqlSl,67,2553712,"['modern blues rock', 'modern hard rock', 'rock']"
Grimes,053q0ukIDRgzwTr4vNSwab,69,2316334,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']"
Grupo Arriesgado,5NUPPRjsbXHNyVDrUESYeh,67,1050606,"['corrido', 'corridos tumbados', 'norteno', 'sad sierreno', 'sierreno']"
Grupo Bryndis,44WCHvwXBOMz6nm7Mu2ReO,72,2322432,"['banda', 'grupera', 'gruperas inmortales', 'grupero romantico', 'musica mexicana', 'norteno']"
Grupo Firme,1dKdetem2xEmjgvyymzytS,80,12326169,"['banda', 'musica mexicana', 'norteno', 'sierreno']"
Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,85,3563062,['musica chihuahuense']
Grupo Laberinto,24z2EWgF5nVUKnbJHd9ku2,70,620275,"['cumbia sonorense', 'musica sonorense', 'norteno', 'tecnobanda', 'tejano']"
Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,81,4012725,"['corrido', 'norteno', 'sad sierreno']"
Gryffin,2ZRQcIgzPCVaT9XKhXZIzh,68,945581,"['edm', 'pop dance']"
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,77,5359465,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,84,6982439,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,79,30365232,"['glam metal', 'hard rock', 'rock']"
Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,79,20684086,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,73,6409244,"['dance pop', 'pop']"
Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,69,1451874,"['dance pop', 'pop rap']"
H.E.R.,3Y7RZ31TRPVadSFVy1o8os,75,7424546,"['r&b', 'rap']"
HARDY,5QNm7E7RU2m64l6Gliu8Oy,74,847903,"['contemporary country', 'modern country pop']"
HIXTAPE,4Y8LpEiP4uKTP02lSYEWJV,65,78154,['modern country pop']
HOYO-MiX,2YvlK6lKiKVjXxsjvNbnqg,72,501874,['japanese vgm']
Hades66,4CQdcx66F116k2db2Y0rjE,73,422209,"['trap latino', 'urbano latino']"
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,68,8780109,['pop']
Halsey,26VFTg2z8YR0cCuwLzESi2,81,21371930,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
"Hank Williams, Jr.",2dyeCWctcFRt3Pha76ONgb,66,1602553,"['country', 'country rock', 'outlaw country']"
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ,79,3839297,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']"
Harry Styles,6KImCVD70vtIoJWnq6nGn3,85,31734988,['pop']
Heart,34jw2BbxjoYalTp8cJFCPv,68,2522814,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT,83,20968666,"['agronejo', 'arrocha', 'musica tocantinense', 'sertanejo', 'sertanejo universitario']"
Herencia de Patrones,1Q6SZxTvaE3HhslV0iXbI6,69,2310683,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Hermanos Espinoza,1V0BgbhknuuZIMxKO0M9FV,69,146912,['corrido']
Hillsong UNITED,74cb3MG0x0BOnYNW1uXYnM,70,3897555,"['ccm', 'christian music', 'world worship', 'worship']"
Hillsong Worship,3SgHzT552wy2W8pNLaLk24,74,5585117,"['ccm', 'christian music', 'world worship', 'worship']"
Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,68,958408,"['edm', 'electronic trap']"
Hollywood Undead,0CEFCo8288kQU7mJi25s6E,68,2328615,"['alternative metal', 'modern rock', 'post-grunge', 'rap metal', 'rap rock']"
Hotel Ugly,35WVTyRnKAoaGExqgktVyb,75,611929,['modern indie pop']
Hozier,2FXC3k01G6Gw61bmprjgqS,87,6805715,"['irish singer-songwriter', 'modern rock', 'pov: indie']"
Humbe,1b7AEdUSudOQoZF5ebUxCL,74,1272496,"['monterrey indie', 'urbano mexicano']"
Hunxho,508weSx4HBumrGggFmc7br,64,178547,['rva drill']
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,69,1427262,"['alternative metal', 'nu-metalcore', 'post-grunge']"
ILLENIUM,45eNHdiiabvmbp4erw26rg,71,1489437,"['edm', 'melodic dubstep', 'pop dance']"
ITZY,2KC9Qb60EaY0kW4eH68vr3,73,7078733,"['k-pop', 'k-pop girl group']"
IU,3HqSLMAZ3g3d5poNaI7GOU,73,8491711,"['k-pop', 'pop']"
IVE,6RHTUrRF63xao58xh9FXYJ,74,3912636,['k-pop girl group']
Ice Cube,3Mcii5XWf6E0lrY3Uky4cA,74,8314610,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,65,872985,['metalcore']
Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,75,3345430,['bronx drill']
Icona Pop,1VBflYyxBhnDc9uVib98rw,69,691572,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']"
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,69,460416,"['hollywood', 'movie tunes', 'show tunes']"
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,68,6476794,"['australian hip hop', 'dance pop', 'pop']"
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,87,51974409,"['modern rock', 'pop', 'rock']"
Imogen Heap,6Xb4ezwoAQC4516kI89nWz,71,469188,"['etherpop', 'metropopolis']"
Incubus,3YcBF2ttyueytpXtEzn1Za,70,3193746,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']"
Insane Clown Posse,4xtWjIlVuZwTCeqVAsgEXy,64,1381579,['rap rock']
Internet Money,6MPCFvOQv5cIGfw3jODMF0,67,810593,"['pop rap', 'trap']"
Intocable,108moq3rq6bm1M4Ypz0J02,72,3700721,"['banda', 'musica mexicana', 'norteno', 'tejano']"
Iron Maiden,6mdiAmATAx73kdxrNrnlao,72,8864348,"['alternative metal', 'hard rock', 'metal', 'nwobhm', 'rock']"
Isabel LaRosa,5arKwJZEvT5uKq4o0JfqR4,76,1202285,"['dark r&b', 'hyperpop', 'sped up']"
Isaiah Rashad,6aaMZ3fcfLv4tEbmY7bjRM,68,1414241,"['hip hop', 'rap', 'tennessee hip hop', 'underground hip hop']"
Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,75,2365509,['sad sierreno']
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,86,36534317,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,88,23216128,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,84,8947493,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
JENNIE,250b0Wlc5Vk0CoUsaCY84M,79,6014155,['k-pop']
JID,6U3ybJ9UHNKEdsH7ktGBZ7,78,1693422,"['hip hop', 'pop rap', 'rap', 'underground hip hop']"
JT Music,5qvrAlKjc0Sqrqz6v2wBGk,64,1109896,"['otacore', 'pixel']"
JVKE,164Uj4eKjl6zTBKfJLFKKK,77,4179287,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']"
Ja Rule,1J2VVASYAamtQ3Bt8wGgA6,69,1819146,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']"
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,83,3709902,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,76,3721986,['neo mellow']
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,68,2780910,"['atl hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'trap']"
Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,65,1880166,"['contemporary country', 'country', 'country road', 'modern country rock']"
James Arthur,4IWBUUAFIplrNtaOHcJPRM,82,16345848,"['pop', 'talent show', 'uk pop']"
James Bay,4EzkuveR9pLvDVFNx6foYD,70,3975381,"['neo mellow', 'pop', 'uk pop']"
James Blake,53KwLdlmrlCelAZMaLVZqU,69,1427429,"['art pop', 'indie soul', 'indietronica', 'uk alternative pop']"
James Taylor,0vn7UBvSQECKJm2817Yf1P,67,2559736,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Jamie Foxx,7LnaAXbDVIL75IVPnndf7w,70,1196586,"['contemporary r&b', 'hip pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,67,1444928,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'neo soul', 'r&b']"
Jasiel Nuñez,0T8Ix53aIN4F7aEKj4EnKy,73,446232,['corrido']
Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,74,6319442,"['contemporary country', 'country', 'country road', 'modern country rock']"
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,79,11903915,"['dance pop', 'pop']"
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,72,7120995,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']"
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr,73,1163208,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Jay Rock,28ExwzUQsvgJooOI0X1mr3,71,1461448,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
Jay Wheeler,2cPqdH7XMvwaBJEVjheH8g,77,3998721,"['reggaeton', 'trap latino', 'urbano latino']"
JayDaYoungan,0E3pLs4jXz9tDQGY8m1A1d,63,1567608,"['florida drill', 'melodic rap', 'southern hip hop']"
Jeezy,4yBK75WVCQXej1p04GWqxH,70,2357102,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']"
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,78,3371842,"['country rap', 'nashville hip hop', 'tennessee hip hop']"
Jenn Carter,3BcgTyEdL81zMljmXcilZM,67,206360,['new york drill']
Jenni Rivera,5c4wQaXkNDqSOTjqX4ExAu,69,4380530,"['banda', 'mariachi', 'musica mexicana', 'ranchera', 'regional mexicano femenil']"
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,76,12764085,"['dance pop', 'pop', 'urban contemporary']"
Jere Klein,35oGZihZclGoTVuICPXRP9,78,1512246,['reggaeton chileno']
Jeremih,3KV3p5EY4AvKxOlhGHORLg,73,6532050,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
Jeremy Jordan,0vKWxtht5v5MoAu4DID0Ub,70,91140,"['broadway', 'hollywood', 'show tunes']"
Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,66,152420,"['orchestral soundtrack', 'scorecore', 'video game music']"
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,68,2249985,"['alt z', 'electropop', 'pop']"
Jess Glynne,4ScCswdRlyA23odg9thgIO,73,3023696,"['dance pop', 'pop', 'uk pop']"
Jesse & Joy,1mX1TWKpNxDSAH16LgDfiR,74,8532651,"['latin arena pop', 'latin pop', 'mexican pop']"
Jessie J,2gsggkzM5R49q6jpPvazou,72,11542830,"['dance pop', 'pop']"
Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,73,918706,"['modern country pop', 'singer-songwriter pop']"
Jessie Reyez,3KedxarmBCyFBevnqQHy3P,68,1395207,"['canadian contemporary r&b', 'canadian pop']"
Jesús Adrián Romero,29SeiO68HQHBs7pDdWOvvX,73,4652416,"['latin christian', 'rock cristiano']"
Jhayco,6nVcHLIgY5pE2YCl8ubca1,82,7490465,"['reggaeton', 'trap latino', 'urbano latino']"
Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,78,7528450,['r&b']
Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,69,1391051,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,69,6599836,"['acid rock', 'album rock', 'alternative rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']"
Jimin,1oSPZhvZMIrWW5I41kPkkY,82,7916512,['k-pop']
Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,68,1037250,['trop rock']
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,69,1528046,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']"
Joan Sebastian,7FsRH5bw8iWpSbMX1G7xf1,77,9699958,"['banda', 'grupera', 'musica mexicana', 'norteno', 'ranchera']"
Joe Diffie,3THMgU4KdL7LlO5TEREs2g,64,797628,"['classic oklahoma country', 'contemporary country', 'country', 'country road']"
Joe Hisaishi,7nzSoJISlVJsn7O0yTeMOB,70,1165807,"['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'orchestral soundtrack']"
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH,72,3402722,"['conscious hip hop', 'hip hop', 'rap']"
Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,77,4270976,"['baroque', 'classical', 'early music', 'german baroque']"
John Denver,7EK1bQADBoqbYXnT4Cqv9w,69,2120760,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
John Legend,5y2Xq6xcjJb2jVM54GHK3t,76,6685970,"['neo soul', 'pop', 'pop soul', 'urban contemporary']"
John Mayer,0hEurMDQu99nJRq8pTxO14,77,5920980,"['neo mellow', 'singer-songwriter']"
John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,65,1677016,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
John Summit,7kNqXtgeIwFtelmRjWv205,71,259655,"['edm', 'house', 'pop dance', 'uk dance']"
John Williams,3dRfiJ2650SZu6GbydcHNb,70,1362701,"['orchestral soundtrack', 'soundtrack']"
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,74,6146975,"['arkansas country', 'outlaw country', 'rock']"
Joji,3MZsBdqDrRTJihTHQrO6Dq,79,9420062,['viral pop']
Jon Bellion,50JJSqHUf2RQ9xsHs0KMHg,65,1403865,['indie pop rap']
Jon Pardi,4MoAOfV4ROWofLG3a3hhBN,74,1943498,"['contemporary country', 'country', 'country road', 'modern country rock']"
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,74,3727249,"['pop', 'pop dance', 'tropical house', 'uk dance']"
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,76,7490149,"['boy band', 'pop']"
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,74,1198249,['contemporary country']
Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,80,18791156,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']"
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,72,3386061,"['r&b', 'uk contemporary r&b']"
Josh Meloy,3EVsC9ZK7QMDuK4FPcZaEq,65,100045,"['classic oklahoma country', 'modern country pop', 'oklahoma country', 'texas country']"
Josh Ross,1ZGTSMjK1D2HrpPTOh916U,66,80403,['modern country pop']
Josh Turner,7vCtweS8UVAXTyau2j0rDT,65,2582650,"['contemporary country', 'country', 'country road']"
Josiah and the Bonnevilles,3FMcVBx2TMq2f5gEPcUieC,63,116334,"['modern folk rock', 'stomp and holler']"
José José,4mN0qcMxWX8oToqfDPM5yV,75,7203406,"['bolero', 'cancion melodica', 'ranchera']"
Journey,0rvjqX7ttXeg3mTy8Xscbt,74,5379146,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,72,4322571,"['reggaeton', 'urbano latino']"
Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,72,2206038,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
Juan Gabriel,2MRBDr0crHWE5JwPceFncq,75,8375857,"['cancion melodica', 'latin pop', 'mariachi', 'musica mexicana', 'ranchera']"
Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,76,4863441,"['bachata', 'latin pop', 'tropical']"
Juanes,0UWZUmn7sybxMCqrw9tGa7,76,4657327,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol']"
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,87,33195810,"['chicago rap', 'melodic rap', 'rap']"
Juicy J,5gCRApTajqwbnHHPbr2Fpi,73,3132483,"['crunk', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Jul,3IW7ScrzXmPvZhB27hmfgy,81,9237066,"['french hip hop', 'pop urbaine', 'rap marseille']"
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,74,5037291,['pop']
Julien Baker,12zbUHbPHL5DGuJtiUfsip,69,471988,"['ambient folk', 'indie pop']"
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm,74,2286493,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC,82,4803832,"['banda', 'musica mexicana', 'norteno', 'sad sierreno', 'sierreno']"
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,86,13833057,['k-pop']
Jungle,59oA5WbbQvomJz2BuRG071,75,1308574,"['indie soul', 'uk contemporary r&b']"
Junior H,7Gi6gjaWy3DxyilpF1a8Is,89,15106209,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']"
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,89,74475126,"['canadian pop', 'pop']"
Justin Moore,30e8DmahrEamvLbFRPdWmk,63,1821098,"['arkansas country', 'contemporary country', 'country', 'country road']"
Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,81,4471811,"['reggaeton', 'trap latino', 'urbano latino']"
Justin Timberlake,31TPClRtHm23RisEBtV3X7,83,13864414,"['dance pop', 'pop']"
KALEO,7jdFEYD2LTYjfwxOdlVjmc,71,1741941,"['icelandic indie', 'icelandic rock', 'modern alternative rock']"
KAROL G,790FomKkXshlbRYZFtlgla,90,45383080,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,69,1398418,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']"
KB,77IKXFvO7SpWrq8hflrUXc,62,516066,['christian hip hop']
KHEA,4m6ubhNsdwF4psNf3R8kwR,78,5398114,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
KISS,07XSN3sPlIlB2L2XNcTwJw,72,9305437,"['glam rock', 'hard rock', 'rock']"
Kacey Musgraves,70kkdajctXSbqSMJbQO424,80,1383437,"['classic texas country', 'contemporary country', 'country dawn']"
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,85,6917715,['colombian pop']
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,74,5331685,"['black americana', 'contemporary country', 'country', 'country road']"
Kanii,1S82w4yw9TYIHZ889mPPaW,68,471116,"['bedroom r&b', 'krushclub', 'sped up']"
Kany García,69UypehHabb68utzfjAVlV,75,2676513,"['latin pop', 'puerto rican pop']"
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,94,24808464,"['chicago rap', 'hip hop', 'rap']"
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,77,9291643,"['desi hip hop', 'punjabi pop']"
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,69,1851503,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
Katy Perry,6jJ0s89eD6GaHleKKya26X,84,32524718,['pop']
Keane,53A0W3U0s8diEn9RhXQhVz,74,3297619,"['neo mellow', 'piano rock', 'pop rock']"
Kehlani,0cGUm45nv7Z6M6qdXYQGTX,74,7561260,"['pop', 'r&b', 'rap']"
Keith David,1LPgqTHt7RmHwYtS9KQTMY,69,23100,['movie tunes']
Keith Urban,0u2FHSq3ln94y5Q57xazwf,69,5099589,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road', 'modern country rock']"
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,74,10300316,"['dance pop', 'pop', 'talent show']"
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,69,1139357,"['contemporary country', 'country']"
Ken Carson,3gBZUcNeVumkeeJ19CY2sX,76,1339028,['rage rap']
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,90,27514243,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Kenny Chesney,3grHWM9bx2E9vwJCdlRv9O,72,4363974,"['contemporary country', 'country', 'country road', 'modern country rock']"
Kenny Rogers,4tw2Lmn9tTPUv7Gy7mVPI4,69,2637749,"['classic country pop', 'country', 'nashville sound', 'soft rock']"
Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,74,491805,['singer-songwriter pop']
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,69,1958958,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']"
Kesha,6LqNN22kT3074XbTVUrhzX,79,7750686,"['dance pop', 'pop']"
Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,73,6002267,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Kevin Kaarl,6OBGbSaBUvQtk9wpQfDbOE,73,6801461,['indie triste']
Key Glock,0RESbWvOMyua0yuyVrztJ5,77,1955897,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,70,3811452,"['hip pop', 'r&b', 'urban contemporary']"
Khalid,6LuN9FCkKOj5PcnpouEgny,84,16075088,"['pop', 'pop r&b']"
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,74,1751900,"['indie soul', 'neo-psychedelic']"
