artist_name,artist_id,artist_popularity,artist_n_followers,artist_genres
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,70,5877255,"['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']"
Cartel De Santa,07PdYoE4jVRF6Ut40GgVSP,77,16058693,"['latin hip hop', 'mexican hip hop']"
Casting Crowns,6eJqAWJdd8JhAN1pQGie4r,64,2022910,"['ccm', 'christian alternative rock', 'christian music']"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,70,4049093,"['bedroom pop', 'indie pop', 'pov: indie']"
Central Cee,5H4yInM5zmHqpKIoMNAx4r,80,5150566,"['melodic drill', 'r&drill']"
Chalino Sanchez,7u9m43vPVTERaALXXOzrRq,70,2826255,"['banda', 'corrido', 'corridos clasicos', 'musica mexicana', 'norteno', 'sierreno']"
Chance Peña,4lhUHpVOXmkEBGGHV71QCh,73,305270,['singer-songwriter pop']
Chance the Rapper,1anyVhU62p31KFi8MEzkbf,73,5942596,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Chandler Moore,6y7frW1RUq3XBBXbYowVpk,69,296914,['worship']
Chappell Roan,7GlBOeep6PqTfFi59PTUUN,75,399245,"['indie pop', 'springfield mo indie']"
Charles Wesley Godwin,2ErsJAz6qJ5cqjoVAvfvaC,63,130688,['modern country pop']
Charli XCX,25uiPmTg16RbhZWAqwLBy5,77,3103834,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']"
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,80,22385414,"['pop', 'viral pop']"
Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,80,6979397,['alternative r&b']
Chase Matthew,7HTLVyjNf0VRxfIgNcfRRH,66,248402,['modern country pop']
Chayanne,1JbemQ1fPt2YmSLjAFhPBv,73,7754716,"['latin pop', 'puerto rican pop']"
Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,67,709291,['alt z']
Chencho Corleone,37230BxxYs9ksS7OkZw3IU,79,860906,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
Chevelle,56dO9zeHKuU5Gvfc2kxHNw,64,1819757,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']"
Chicago,3iDD7bnsjL9J4fO298r0L0,69,3987073,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Chief Keef,15iVAtD3s3FsQR4w1v6M0P,77,4694491,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,79,12418400,"['atl hip hop', 'hip hop', 'rap']"
Chill Fruits Music,34b7j3TqM5ramjmt2mc8tB,69,94737,['lo-fi product']
Chino Pacas,2rmkQLzj0k4nZdQehOUByO,80,1808924,"['corrido', 'sierreno']"
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,87,21330326,"['r&b', 'rap']"
Chris Jedi,0qTZZWLzuD59Un5r1speHm,73,2613920,"['reggaeton', 'trap latino', 'urbano latino']"
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,69,320366,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']"
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,82,6843035,"['contemporary country', 'outlaw country']"
Chris Tomlin,6pRi6EIPXz4QJEOEsBaA0m,67,1844464,"['ccm', 'christian alternative rock', 'christian music']"
Chris Travis,6TxY5T8v9RjF7Ry4XQvWT5,62,394727,"['cloud rap', 'dark trap', 'memphis hip hop', 'underground hip hop']"
Chris Young,4BYxqVkZyFjtik7crYLg5Q,67,2746585,"['contemporary country', 'country', 'country road']"
Christian Borle,3mXvO1rdMCgdOYNiWeduWG,67,27625,"['broadway', 'show tunes']"
Christian Nodal,0XwVARXT135rw8lyw1EeWP,82,14316983,"['mariachi', 'musica mexicana', 'ranchera']"
Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,78,8097235,"['dance pop', 'pop']"
Christina Perri,7H55rcKCfwqkyDFH9wpKM6,71,3735886,['pop']
Christopher Jackson,6sLwRSXSUF5JTUnQaFenyj,66,49181,['show tunes']
Ciara,2NdeV5rLm47xAvogXrYhJX,70,6444898,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
Cigarettes After Sex,1QAJqy2dA3ihHBFIHRphZj,83,10659416,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']"
City Girls,37hAfseJWi0G3Scife12Il,64,2548684,"['scam rap', 'trap queen']"
Clairo,3l0CmX0FuQjFxr8SK7Vqag,77,4662120,"['bedroom pop', 'indie pop', 'pov: indie']"
Clams Casino,5vSQUyT33qxr1xAX2Tkf3A,70,283961,"['cloud rap', 'experimental hip hop', 'instrumental hip hop', 'psychedelic hip hop']"
Claude Debussy,1Uff91EOsvd99rtAupatMP,69,1514144,"['classical', 'impressionism', 'post-romantic era']"
Clave Especial,0NlNru2YcUz6RbnpYGQz26,69,77323,['corrido']
Clean Bandit,6MDME20pz9RveH9rEXvrOM,74,5372036,"['pop', 'uk dance', 'uk funky']"
CoComelon,6SXTTUJxIVwMbc1POrviTr,72,626320,"[""children's music"", 'nursery', ""preschool children's music""]"
Cochise,46HzS7yz0c9udVwtbHk1sx,66,709534,"['plugg', 'pluggnb', 'rage rap']"
Cody Carnes,7apN8bBgl19E0Ona9pvPq0,63,215069,"['ccm', 'worship']"
Cody Jinks,2v7wIbCkIzxOfT3GnqCexD,65,989598,"['classic texas country', 'modern southern rock', 'outlaw country']"
Cody Johnson,6zLBxLdl60ekBLpawtT63I,75,1215340,"['classic texas country', 'contemporary country', 'modern country pop']"
Coi Leray,6AMd49uBDJfhf30Ak2QR5s,72,768031,"['new jersey underground rap', 'trap queen']"
Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,68,2473479,"['dance pop', 'neo mellow', 'pop']"
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,88,49843384,"['permanent wave', 'pop']"
Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,65,2268909,"['contemporary country', 'country', 'country road', 'modern country rock']"
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,70,1257089,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']"
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,81,9479471,"['bedroom pop', 'pop', 'pov: indie']"
Conjunto Primavera,3nFB4eMP5gdqee2eQb8nZb,72,2831050,"['banda', 'musica chihuahuense', 'musica mexicana', 'norteno']"
Connor Price,5zixe6AbgXPqt4c1uSl94L,75,1270128,['singer-songwriter pop']
Cordae,0huGjMyP507tBCARyzSkrv,66,2002618,"['hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
Corey Kent,3sUpZrkehiGBaMzs2h9Mmc,63,148260,"['modern country pop', 'texas country']"
Cory Asbury,2gXmjQIxCO8lMnSncluZaU,63,581880,"['ccm', 'deep ccm', 'worship']"
Cosculluela,00me4Ke1LsvMxt5kydlMyU,73,5898631,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Counting Crows,0vEsuISMWAKNctLlUAhSZC,68,1736217,"['neo mellow', 'pop rock', 'post-grunge', 'rock']"
Creed,43sZBwHjahUvgbx1WNIkIz,70,3238686,"['alternative metal', 'nu metal', 'post-grunge']"
Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,81,6449598,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
Creepy Nuts,0pWR7TsFhvSCnbmHDjWgrE,75,986135,['j-pop']
Cris Mj,1Yj5Xey7kTwvZla8sqdsdE,84,2207369,"['mambo chileno', 'urbano chileno', 'urbano latino']"
Crowder,39xmI59WrIMyyJjSDq6WCu,61,431703,"['ccm', 'christian alternative rock', 'christian music']"
Crystal Castles,7K3zpFXBvPcvzhj7zlGJdO,71,2298055,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']"
Cuco,2Tglaf8nvDzwSQnpSrjLHP,69,2760414,"['bedroom pop', 'dream pop']"
Cults,3Oim8XBPbznAa8Jj8QzNc8,70,860119,"['experimental pop', 'indie surf', 'pov: indie']"
Current Joys,0m5FakHKCQdA7UN0PIzMcL,69,1221227,"['lo-fi indie', 'pov: indie']"
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,73,2627953,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']"
Céline Dion,4S9EykWXhStSc15wEx8QFK,74,8076891,['canadian pop']
Código FN,4A4qYy2jK9DDN1OHV0nLkH,70,1063044,"['corrido', 'corridos tumbados', 'musica mexicana', 'norteno', 'sad sierreno']"
D-Block Europe,5VadK1havLhK1OpKYsXv9y,78,1415714,"['melodic drill', 'uk hip hop']"
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,75,11163226,"['hip hop', 'miami hip hop', 'pop rap', 'rap']"
DJ Luian,64aJYyrXljOodnUG6jvhRD,76,2143607,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
DJ Nelson,2ydZrTy8U3kOMOzx20s3dg,72,1147455,"['reggaeton', 'urbano latino']"
DJ Snake,540vIaP2JwjQb9dm3aArA4,78,8532540,"['edm', 'electronic trap', 'pop', 'pop dance']"
DMX,1HwM5zlC5qNWhJtM00yXzG,71,4973742,"['detroit hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
DaBaby,4r63FhuTkUYltbVAg5TQnk,79,11826195,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']"
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,86,33444721,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,81,9782033,"['electro', 'filter house', 'rock']"
Dalex,0KPX4Ucy9dk82uj4GpKesn,79,4830187,"['r&b en espanol', 'reggaeton', 'trap latino', 'urbano latino']"
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,71,3131272,"['contemporary country', 'country', 'country road']"
Dance Gavin Dance,6guC9FqvlVboSKTI77NG2k,63,698093,"['pixie', 'sacramento indie', 'screamo', 'swancore']"
Daniel Caesar,20wkVLutqVOYrc0kxFs7rA,81,5608080,['canadian contemporary r&b']
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,76,5346746,"['pop venezolano', 'reggaeton', 'trap latino', 'urbano latino']"
DannyLux,6ElqtIfQsAkEYypgfJIjeK,72,1526081,['sad sierreno']
Darell,1TtXnWcUs0FCkaZDPGYHdf,77,4332155,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,67,2529352,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']"
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,76,2360445,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
Dasha,7Ez6lTtSMjMf2YSYpukP1I,73,97765,['alt z']
Daughtry,5P5FTygHyx2G57oszR3Wot,65,2129799,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Dave,6Ip8FS7vWT1uKkJSweANQK,78,4691227,['uk hip hop']
Dave Matthews Band,2TI7qyDE0QfyOlnbtfDo7L,64,1951555,"['jam band', 'neo mellow', 'pop rock']"
Daveed Diggs,3twuAojvYNrlWZpMkxLm3P,71,107435,"['alternative hip hop', 'show tunes']"
David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,77,10281170,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']"
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,88,25370438,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
David Kushner,33NVpKoXjItPwUJTMZIOiY,77,2090626,"['gen z singer-songwriter', 'singer-songwriter pop']"
Davido,0Y3agQaa6g2r0YmHPOO9rh,72,4642242,"['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']"
Dax,5icKdCmMhNMYoAzVBAWt39,67,1478991,"['canadian hip hop', 'ottawa rap']"
Daya,6Dd3NScHWwnW6obMFbl1BH,69,1569829,"['alt z', 'pop']"
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,78,7114540,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
DeJ Loaf,7kFfY4UjNdNyaeUgLIEbIF,68,1732818,"['detroit hip hop', 'r&b', 'trap', 'trap queen']"
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,76,3083227,"['australian pop', 'pop']"
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,68,1636430,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,63,1501167,"['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']"
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,69,990467,['pov: indie']
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,70,4843932,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']"
Deftones,6Ghvu1VvMGScGpOUJBAHNH,79,5262047,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']"
Dei V,2YRyPiW98bpkARAS4B3OQP,81,676909,"['trap latino', 'urbano latino']"
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,77,26251958,"['pop', 'post-teen pop']"
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,69,2495201,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
Depeche Mode,762310PdDnwsDxAQxzQkfX,74,6187667,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']"
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,72,1522808,"['folk-pop', 'irish pop', 'uk pop']"
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,72,7043862,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']"
Destroy Lonely,1HPW4jeRjXBFRoUnSvBzoD,72,1040655,['rage rap']
Diddy,59wfkuBoNyhDMQGCljbUbA,72,1645408,"['dance pop', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap']"
Dido,2mpeljBig2IXLXRAFO9AAs,75,1763735,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']"
Die drei ???,3meJIgRw7YleJrmbpbJK6S,86,1022499,['hoerspiel']
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,68,3049648,"['contemporary country', 'country', 'country road', 'modern country rock']"
Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,78,19608111,"['filmi', 'modern bollywood', 'punjabi pop']"
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,74,3404643,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
Diplo,5fMUXHkw8R8eOP2RNVYEZX,77,2579414,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']"
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,76,7359997,"['album rock', 'classic rock', 'mellow gold', 'rock']"
Dirty Heads,6GkJh85o22LfD2vgL9DP6f,64,798792,"['reggae fusion', 'reggae rock']"
Disclosure,6nS5roXSAGhTGr34W6n7Et,74,2157053,"['edm', 'house', 'indietronica', 'uk dance']"
Disney,3xvaSlT4xsyk6lY1ESOspO,82,494034,['movie tunes']
Disney Peaceful Piano,5lmSBamD6zMcpHPqPpwmwN,65,80167,['piano cover']
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,76,6504334,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Djo,5p9HO3XC5P3BLxJs5Mtrhm,82,1219315,"['pov: indie', 'psychedelic pop']"
Doechii,4E2rKHVDssGJm2SCDOMMJB,68,448965,['alternative r&b']
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,87,29402796,"['dance pop', 'pop']"
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,75,2431077,"['classic country pop', 'country', 'country dawn']"
Dom Dolla,205i7E8fNVfojowcQSfK9m,70,366372,"['australian house', 'deep groove house', 'house']"
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,77,1620478,"['alternative pop rock', 'pov: indie']"
Don Omar,33ScadVnbm2X8kkUqOkC6Z,83,11143817,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Don Toliver,4Gso3d4CscCijv0lmajZWs,83,4106133,"['pop rap', 'rap', 'trap']"
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,71,4850145,['pop']
Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,79,11464187,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Drake,3TVXtAsR1Inumwj472S9r4,96,86436237,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Dreamville,1iNqsUDUraNWrj00bqssQG,67,653023,"['hip hop', 'pop rap', 'rap']"
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,89,43040917,"['dance pop', 'pop', 'uk pop']"
Duelo,0nnp7oJpY2J6yZOqtdKaWq,70,1827094,"['banda', 'musica mexicana', 'norteno', 'tejano']"
Duki,1bAftSH8umNcGZ0uyV7LMg,82,10308085,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']"
Duran Duran,0lZoBs4Pzo7R89JM9lxwoT,69,2933911,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']"
Duster,5AyEXCtu3xnnsTGCo4RVZh,68,952505,"['corecore', 'slowcore']"
Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,66,2337688,"['contemporary country', 'country', 'country road', 'modern country rock']"
Dwele,7u6LfVyYpEzMpHLL7jTyvU,69,291267,['neo soul']
Dylan Gossett,4H4M0Y4cN39zIVDHvdW53x,69,209869,['modern country pop']
Dylan Scott,78YqeIji3mgAS2K1Maca6x,71,1628626,"['contemporary country', 'country road', 'modern country rock']"
Dímelo Flow,3fZk3Gm5dN5v5yfYMQ04Bx,76,429001,"['reggaeton', 'reggaeton flow', 'urbano latino']"
E-40,3crnzLy8R4lVwaigKEOz7V,67,866071,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast rap']"
EARTHGANG,5MbNzCW3qokGyoo9giHA3V,63,841744,"['atl hip hop', 'hip hop', 'indie hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
EBK Jaaybo,7iKgSlIINjat3bsCYiNMYX,60,159275,['cali rap']
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,79,8373764,"['anime', 'k-pop boy group']"
ERNEST,4GGfAshSkqoxpZdoaHm7ky,69,140621,['modern country pop']
EST Gee,4FlG0V0jhLO4qGpayFOphj,66,562257,"['kentucky hip hop', 'memphis hip hop', 'southern hip hop']"
Eagles,0ECwFtbIWEVNwjlrfc6xoL,75,10458390,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
Earl Sweatshirt,3A5tHz1SfngyOZM2gItYKu,69,2199354,"['alternative hip hop', 'drumless hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']"
"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,74,4194167,"['disco', 'funk', 'jazz funk', 'soul']"
Eazy-E,7B4hKK0S9QYnaoqa9OuwgX,65,5773637,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,87,113743502,"['pop', 'singer-songwriter pop', 'uk pop']"
Eden Muñoz,1gJdf4Yybu4X5A2xYV3NMV,76,1515371,"['corrido', 'musica mexicana', 'sierreno']"
Edgardo Nuñez,0mA4dkNGiN4fqTBi2SLlAv,76,1706901,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Edicion Especial,7DkseLyOZrdRjCuoWFtqFi,68,1416311,"['corrido', 'norteno', 'sad sierreno']"
El Alfa,2oQX8QiMXOyuqbcZEFsZfm,79,3346425,"['dembow', 'rap dominicano', 'trap latino', 'urbano latino']"
El Fantasma,0my6Pg4I28dVcZLSpAkqhv,73,6081100,"['banda', 'corrido', 'musica mexicana', 'norteno']"
El Komander,2wC90WSKQd0BvdxJZ0mObr,71,3815697,"['banda', 'corrido', 'musica mexicana', 'norteno', 'sierreno']"
El Makabelico,0rJ0xlAQI0wLRucDRoQQbO,70,2587091,"['corrido', 'mexican hip hop', 'narco rap']"
Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,83,6512232,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']"
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,71,3977734,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,75,3213905,"['ccm', 'christian music', 'worship']"
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,73,1602457,"['dance pop', 'pop dance', 'talent show', 'uk pop']"
Ella Mai,7HkdQ0gt53LP4zmHsL0nap,68,5420596,"['r&b', 'rap', 'uk contemporary r&b']"
Elley Duhé,67MNhiAICFY6Pwc2YxCO0K,75,527658,['alt z']
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,79,12304178,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
Elliott Smith,2ApaG60P4r0yhBoDCGD8YG,66,1080167,"['alternative rock', 'indie rock', 'melancholia', 'singer-songwriter']"
Elton John,3PhoLpVuITZKcymswpck5b,83,13060620,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,78,9275927,"['rock-and-roll', 'rockabilly']"
Em Beihold,7o2ZQYM7nTsaVdkXY38UAA,72,453947,"['alt z', 'gen z singer-songwriter']"
Emilia,0AqlFI0tz2DsEoJlKSIiT9,80,2674446,['pop argentino']
Eminem,7dGJo4pcD2V6oG8kP0tJRR,90,82915305,"['detroit hip hop', 'hip hop', 'rap']"
Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,76,1450758,"['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']"
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,79,10842282,"['dance pop', 'latin pop', 'mexican pop']"
Enya,6uothxMWeLWIhsGeF7cyo4,72,2117102,"['celtic', 'gregorian dance', 'operatic pop']"
Eric Church,2IvkS5MXK0vPGnwyJsrEyV,73,3797914,"['contemporary country', 'country', 'country road']"
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,71,5735021,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
Erykah Badu,7IfculRW2WXyzNQ8djX8WX,68,2851869,"['afrofuturism', 'alternative r&b', 'neo soul', 'r&b']"
Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,78,5386610,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']"
Estelle,5T0MSzX9RC5NA6gAI6irSn,66,285367,"['neo soul', 'r&b']"
Etta James,0iOVhN3tnSvgDbcg25JoJb,70,1638506,"['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
Evanescence,5nGIFgo0shDenQYSE0Sn7c,73,4348767,['alternative metal']
Eve,4d3yvTptO48nOYTPBcPFZC,68,1357468,"['contemporary r&b', 'dance pop', 'hip pop', 'philly rap', 'r&b', 'urban contemporary']"
Eyedress,3XxNRirzbjfLdDli06zMaB,76,1840407,"['noise pop', 'pov: indie']"
FINNEAS,37M5pPGs6V1fchFJSgCguX,67,1934879,"['alt z', 'la indie', 'pop', 'pov: indie']"
FISHER,1VJ0briNOlXRtJUAzoUJdt,75,911089,"['australian house', 'house']"
FKJ,2FwDTncULUnmANIh7qKa5z,70,1495075,"['filter house', 'indie soul']"
FLETCHER,5qa31A9HySw3T7MKWI9bGg,70,891752,"['alt z', 'pop']"
Fabolous,0YWxKQj2Go9CGHCp77UOyy,65,2632018,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']"
Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,80,10499632,"['emo', 'modern rock', 'pop', 'rock']"
Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,71,3035432,"['alternative metal', 'pop punk', 'rap metal']"
Farruko,329e4yvIujISKGKz1BZZbO,82,15506803,"['reggaeton', 'trap latino', 'urbano latino']"
Fat Joe,3ScY9CQxNLQei8Umvpx5g6,67,1759809,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,71,815530,"['art pop', 'chamber pop', 'indie rock', 'singer-songwriter', 'stomp and holler']"
Faye Webster,5szilpXHcwOqnyKLqGco5j,72,1144104,"['atlanta indie', 'indie pop']"
Feid,2LRoIwlKmHjgvigdNGBHNo,91,10657226,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,74,1271519,"['edm', 'german dance', 'pop dance', 'tropical house']"
Fenix Flexin,63GIj2yhFvX1Bzphb9JgVb,63,115344,['cali rap']
Fergie,3r17AfJCCUqC9Lf0OAc73G,69,5651144,"['dance pop', 'pop']"
Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,71,4568535,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,64,1394274,"['art pop', 'chamber pop', 'dark pop', 'lilith', 'permanent wave', 'piano rock', 'singer-songwriter']"
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,69,900291,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']"
Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,74,6271070,"['alternative metal', 'groove metal', 'nu metal']"
Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,69,1288749,"['brooklyn drill', 'new york drill', 'trap']"
Flatland Cavalry,4SfGzWmeoNPKIOmiyc7Pav,64,258930,"['classic texas country', 'red dirt']"
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,81,11247563,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
Flo Milli,08PvCOlef4xdOr20jFSTPd,76,1017950,['viral rap']
Flo Rida,0jnsk9HBra6NMjO2oANoPY,80,8424551,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,76,6585394,"['baroque pop', 'electropop', 'modern rock', 'neo mellow', 'uk alternative pop']"
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,74,5356512,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
FloyyMenor,7CvTknweLr9feJtRGrpDBy,79,239783,['reggaeton chileno']
Flume,6nxWCVXbOlEVRexSbLsTer,72,2428654,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'indietronica']"
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,78,11582067,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
