artist_name,artist_id,genre,artist_popularity,artist_n_followers,song_name,song_id,song_duration_min,song_popularity,song_artists,album_name,album_year_release,album_month_release,album_day_release
Pitbull,0TnOYISbd1XYRBk9myaseg,pop,84,10208343,Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,3.91,77,['Pitbull'],Planet Pit (Deluxe Version),2011,06,17
Pitbull,0TnOYISbd1XYRBk9myaseg,pop,84,10208343,I Know You Want Me (Calle Ocho),13plQdOoWSSXPRUSZc5FuM,3.95,72,['Pitbull'],Pitbull Starring In Rebelution,2009,08,27
Pitbull,0TnOYISbd1XYRBk9myaseg,pop,84,10208343,Guantanamera (She's Hot),7CijDWxEEbKq76O5rpyCEN,3.42,74,['Pitbull'],I Am Armando - Armando Reloaded,2010,,
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Where Is My Mind? - 2007 Remaster,7wCmS9TTVUcIhRalDYFgPy,3.92,78,['Pixies'],Surfer Rosa (2007 Remaster),1988,03,21
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Here Comes Your Man,4IvZLDtwBHmBmwgDIUbuwa,3.35,72,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,All I Think About Now,3NfqN997u9A3YAAafgzhIa,3.12,68,['Pixies'],Head Carrier,2016,09,30
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Hey,0p5eZCY0R7uNCZS1YDtIYI,3.52,67,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Monkey Gone to Heaven,6BT7qiDY4A5tOyklohjQuW,2.92,65,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,The Thing,16EKGMPGE3f6X3p18CjtkB,1.98,64,['Pixies'],Velouria,1990,07,16
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Debaser,5cy5IStIn7OSHDEIgXeDyq,2.86,62,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Gouge Away,7oDDV1cal0M0RIjr4HuuJ9,2.71,62,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Wave Of Mutilation,51Z2IzJvLCnZaIpBV0IYRr,2.07,61,['Pixies'],Doolittle,1989,04,17
Pixies,6zvul52xwTWzilBZl6BUbT,rock,70,2894563,Ana,4lSqfVzoGBmBGnBZrSrKOJ,2.16,59,['Pixies'],Bossanova,1990,08,13
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Es un Secreto,7JwdbqIpiuWvGbRryKSuBz,3.18,69,['Plan B'],House Of Pleasure,2010,07,20
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Candy,2ctjDCCg1wHoQSjIJ8p6U4,3.46,73,['Plan B'],Love And Sex,2014,08,25
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Si No Le Contesto,560GL9Y8gDtKPRIJ41oA3c,3.67,66,['Plan B'],House Of Pleasure,2010,07,20
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,¿por Que Te Demoras?,7JbMsR4rZh6J77LNafur8U,3.17,61,['Plan B'],House Of Pleasure,2010,07,20
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Mi Vecinita,18DmZ510OB9XATcFbQ8vDZ,3.04,66,['Plan B'],Love And Sex,2014,08,25
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Fanática Sensual,5ZFpEsxK5VlLkJi3v7ar2Y,4.01,70,['Plan B'],Love And Sex,2014,08,25
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Guatauba,0xJFWROBNTBL4sKEuA5pm6,2.71,74,['Various Artists'],Guatauba XXX,2002,05,10
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Te Dijeron,7d8eGSZucAMNn1stafoey2,3.06,65,['Various Artists'],La Fórmula,2012,08,20
Plan B,2jSGzJw0ebJLu7OLVSOcBP,urbano latino,80,4095068,Frikitona,3Vx1vYtr7aykYb2KCJlh0B,3.05,49,['The Chosen Few'],El Documental II,2006,01,01
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,rap,89,10417053,Sky,29TPjc8wxfz4XMn21O7VsZ,3.22,83,['Playboi Carti'],Whole Lotta Red,2020,12,25
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,rap,89,10417053,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,3.03,80,['Playboi Carti'],Playboi Carti,2017,04,14
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,rap,89,10417053,ILoveUIHateU,1BpKJw4RZxaFB88NE5uxXf,2.25,79,['Playboi Carti'],Whole Lotta Red,2020,12,25
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,rap,89,10417053,Location,3yk7PJnryiJ8mAPqsrujzf,2.81,79,['Playboi Carti'],Playboi Carti,2017,04,14
Playboi Carti,699OTQXzgjhIYAHMy9RyPD,rap,89,10417053,Pain 1993 (with Playboi Carti),6Kj17Afjo1OKJYpf5VzCeo,2.48,78,['Drake'],Dark Lane Demo Tapes,2020,05,01
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,Selfish,2xbI8Vmyv3TkpTdywpPyNw,4.09,70,['PnB Rock'],GTTM: Goin Thru the Motions,2017,01,13
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",5de7ci7TFqbQ1PFgKAD7MR,4.15,59,"['PnB Rock', 'Kodak Black', 'A Boogie Wit da Hoodie']","Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",2017,03,30
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,MIDDLE CHILD,4AEzAEnbm9uRgbmTdeI63K,2.53,59,['PnB Rock'],TrapStar Turnt PopStar,2019,05,02
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,Notice Me,1rLWsLY98u9hcWePdfN2y5,3.48,56,['PnB Rock'],GTTM: Goin Thru the Motions,2017,01,13
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),1AH60dMaEfNjzDoUIFwIQi,4.3,54,['A Boogie Wit da Hoodie'],The Bigger Artist,2017,09,29
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,I Like Girls (feat. Lil Skies),7cWh3ScxjhvasLI0CBRoZk,2.52,54,['PnB Rock'],TrapStar Turnt PopStar,2019,05,02
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,Lovin' (feat. A Boogie wit da Hoodie),2bwN9oZIn9XXSd8RlJ4FDM,3.51,52,['PnB Rock'],Catch These Vibes,2017,11,17
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,Needed That,1Pgu551wrKnGA82NiytP9G,3.44,49,['A Boogie Wit da Hoodie'],Me vs. Myself,2022,12,12
PnB Rock,21WS9wngs9AqFckK7yYJPM,rap,68,4087277,My Ex,3DkSirQyz93TaxZ0f0DloI,2.84,51,['PnB Rock'],TrapStar Turnt PopStar,2019,05,02
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,2.21,82,['Polo G'],THE GOAT,2020,05,15
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,RAPSTAR,18vXApRmJSgQ6wG2ll9AOg,2.77,80,['Polo G'],Hall of Fame,2021,06,11
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,Go Stupid,4PklAHGXT5ityno3IA8SKd,2.76,77,['Polo G'],THE GOAT,2020,05,15
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,21,3JKgcAa7r07ocVWcV8bS0H,2.73,75,['Polo G'],THE GOAT,2020,05,15
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,Better Days (NEIKED x Mae Muller x Polo G),6f5ExP43esnvdKPddwKXJH,2.68,74,"['NEIKED', 'Mae Muller', 'Polo G']",Better Days (NEIKED x Mae Muller x Polo G),2021,09,24
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,Neva Cared,3UnYMo1aeD0o8VtHy3R8cs,3.1,72,['Polo G'],Neva Cared,2018,03,11
Polo G,6AgTAQt8XS6jRWi4sX7w49,rap,81,11090560,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs,2.12,72,['Polo G'],Die A Legend,2019,06,07
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,Back in Blood (feat. Lil Durk),7FGdjbZ32vMybPuP0IuE7d,3.07,70,['Pooh Shiesty'],Shiesty Season,2021,02,05
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,Shiesty Summer,1UVg2llYjfc1sil4idS8NB,2.54,68,['Pooh Shiesty'],Shiesty Summer,2019,08,20
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,Hell Night,1BeZDWwsxqxOUvTJzH2M4T,3.22,66,['Pooh Shiesty'],Hell Night,2019,03,15
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,"Switch it Up (feat. G Herbo, No More Heroes)",06BY7fb0Ztz7f7JPRWSBZ3,2.81,65,['Pooh Shiesty'],Shiesty Season - Spring Deluxe,2021,05,21
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,"SoIcyBoyz 2 (feat. Pooh Shiesty, Foogiano & Tay Keith)",12DNxMLgOdNTjChoV9ynNY,3.17,64,['Big Scarr'],Big Grim Reaper,2021,04,16
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5,2.63,64,"['Jack Harlow', 'Pooh Shiesty']",SUVs (Black on Black),2021,08,03
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,Neighbors (feat. BIG30),2xlOJSbScxrHHOmlNmILpD,2.86,62,['Pooh Shiesty'],Shiesty Season,2021,02,05
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,7.62 God,4AqF2ck3poQOxxKLa8WkYT,2.95,58,['Pooh Shiesty'],Shiesty Season: Certified,2022,04,29
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,Day One,4vJKYtfJKym6Q1BoJ76z6R,3.0,60,['Pooh Shiesty'],Day One,2019,11,25
Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,trap,68,1553724,See Red,1RklEWBK63aXpI3QEqcQG4,2.5,59,['Pooh Shiesty'],Shiesty Season,2021,02,05
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Dior,79s5XnCN4TJKTVMSmOx8Ep,3.61,80,['Pop Smoke'],Meet The Woo,2019,07,26
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,2.67,80,['Pop Smoke'],Shoot For The Stars Aim For The Moon,2020,07,03
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,3.17,77,['Pop Smoke'],Shoot For The Stars Aim For The Moon,2020,07,03
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Invincible,792HwhrdO3ErRKL5yRe4Ge,2.13,77,['Pop Smoke'],Meet The Woo 2,2020,02,07
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,3.56,77,['Pop Smoke'],Shoot For The Stars Aim For The Moon,2020,07,03
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Element,57BGVV6wcyhbn3hsjlqEZB,2.26,76,['Pop Smoke'],Meet The Woo 2,2020,02,07
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,2.74,75,['Pop Smoke'],Shoot For The Stars Aim For The Moon,2020,07,03
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,3.18,74,['Pop Smoke'],Shoot For The Stars Aim For The Moon (Deluxe),2020,07,20
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,GATTI,40mjsnRjCpycdUw3xhS20g,3.02,74,"['JACKBOYS', 'Travis Scott']",JACKBOYS,2019,12,27
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,rap,80,13949957,Get Back,3DWjFSDEQ9IWz1mj449fB7,1.8,72,['Pop Smoke'],Meet The Woo 2,2020,02,07
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,2.72,81,['Portugal. The Man'],Woodstock,2017,06,16
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,So Young,4SNtyKNyYJ8ERT7YLlnFBr,4.11,62,['Portugal. The Man'],Woodstock,2017,06,16
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Live in the Moment,60eOMEt3WNVX1m1jmApmnX,4.11,62,['Portugal. The Man'],Woodstock,2017,06,16
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Dummy,2Fa9ea7JFK1gyYFs9sFrtM,2.42,62,['Portugal. The Man'],Chris Black Changed My Life,2023,06,23
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Summer of Luv (feat. Unknown Mortal Orchestra),2PKbC4uFUY1tcBABpGZ8GQ,2.65,56,['Portugal. The Man'],Chris Black Changed My Life,2023,06,23
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Modern Jesus,7iOyMOxdOULvXqUqC26spJ,3.23,57,['Portugal. The Man'],Evil Friends,2013,05,31
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,People Say,0WTq8iUzSlGDAbowEdRKKD,2.99,55,['Portugal. The Man'],The Satanic Satanist,2009,07,21
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,"What, Me Worry?",0ePX6rVjeql7Bt1KurTbAG,2.96,55,['Portugal. The Man'],"What, Me Worry?",2022,02,09
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Purple Yellow Red and Blue,4WMuY659P2MKnoW40oGXe8,4.16,55,['Portugal. The Man'],Evil Friends,2013,05,31
Portugal. The Man,4kI8Ie27vjvonwaB2ePh8T,modern rock,67,1429202,Time’s a Fantasy (feat. Jeff Bhasker) - Anyma Remix,51VlMC9AnJQmZqnAZQjfp5,4.0,54,"['Portugal. The Man', 'Jeff Bhasker', 'Anyma']",Time’s a Fantasy (feat. Jeff Bhasker) - Anyma Remix,2023,08,25
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,Circles,21jGcNKet2qwijlDFuPiPb,3.59,86,['Post Malone'],Hollywood's Bleeding,2019,09,06
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,Chemical,5w40ZYhbBMAlHYNDaVJIUu,3.07,82,['Post Malone'],Chemical,2023,04,14
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,3.64,83,['Post Malone'],beerbongs & bentleys,2018,04,27
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,Congratulations,3a1lNhkSLSkpJE4MSHpDu9,3.67,82,['Post Malone'],Stoney (Deluxe),2016,12,09
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,Wow.,7xQAfvXzm3AkraOtGPWIZg,2.49,82,['Post Malone'],Hollywood's Bleeding,2019,09,06
Post Malone,246dkjvS1zLTtiykXe5h60,pop,88,43480611,Better Now,7dt6x5M1jzdTEt8oCbisTK,3.85,81,['Post Malone'],beerbongs & bentleys,2018,04,27
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,Kiss,62LJFaYihsdVrrkgUOJC05,3.77,75,['Prince'],Parade - Music from the Motion Picture Under the Cherry Moon,1986,03,31
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,Purple Rain,54X78diSLoUDI3joC2bjMz,8.68,74,['Prince'],Purple Rain,1984,06,25
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,5.88,70,['Prince'],Purple Rain,1984,06,25
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,Raspberry Beret,2I1W3hcSsPIsEJfD69pHrW,3.59,65,['Prince'],Around The World In A Day,1985,04,22
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD,4.67,65,['Prince'],Purple Rain,1984,06,25
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,1999 - 2019 Remaster,2QSUyofqpGDCo026OPiTBQ,6.23,58,['Prince'],1999,1982,10,27
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,I Wanna Be Your Lover,2XLAzm8bMDSI7MhbRW8nVj,5.79,57,['Prince'],Prince,1979,10,19
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,I Would Die 4 U,6fBwVe6udYdnRqwqo06if8,2.98,60,['Prince'],Purple Rain,1984,06,25
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,The Most Beautiful Girl In the World,0aPaGIX2QIMAH5SMp0VEMe,4.42,59,['Prince'],The Gold Experience,1995,09,26
Prince,5a2EaR3hamoenG9rDuVn8j,rock,71,7192996,Cream,4QnjK45IBBZRVRWTEeZ3T8,4.22,49,"['Prince', 'The New Power Generation']",Diamonds and Pearls,1991,10,01
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Corazón Sin Cara,0u4N6w5lBw5xMrzJitRWUo,3.52,76,['Prince Royce'],Prince Royce,2010,,
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,La Carretera,2yvjjJrWzVzA2zg4VsoEmo,3.98,74,['Prince Royce'],FIVE (Deluxe Edition),2017,02,24
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Darte un Beso,6cJLfIqwh0tCKRjYM3WpZ5,3.45,74,['Prince Royce'],Soy el Mismo,2013,10,08
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Deja vu,46HdsiK0uR26B2dY9QPzda,3.27,72,['Prince Royce'],FIVE (Deluxe Edition),2017,02,24
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Rechazame,07p0kLnvfQQ2bLujHyzSGK,3.72,74,['Prince Royce'],Prince Royce,2010,,
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Morfina (feat. Paloma Mami),5FJBIe3cG4y9uUaIxuP4vH,3.82,57,['Prince Royce'],LLAMADA PERDIDA,2024,02,16
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,El Amor Que Perdimos,06EgH8BdWW9QRrlI6ZVQhW,4.09,69,['Prince Royce'],Prince Royce,2010,,
Prince Royce,3MHaV05u0io8fQbZ2XPtlC,urbano latino,76,7701612,Calumnia,2AX7b01Rmdf215GOK3OIF8,3.09,69,"['Carlos Rivera', 'Prince Royce']",Calumnia,2024,03,08
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Take Da Charge,2XOKoaCWziW0W14DPeY7XS,3.12,63,['Project Pat'],Layin' Da Smack Down (Explicit Version),2002,07,16
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),3A4S0o95OxSgRbqEnEMsn4,4.24,63,['Project Pat'],Mista Don't Play: Everythangs Workin,2001,02,27
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Choose U,0kCZ2X6kIXZ5zRMrPx8Usx,2.97,59,['Project Pat'],Layin' Da Smack Down (Explicit Version),2002,07,16
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Good Googly Moogly (feat. Three 6 Mafia) - Explicit Album Version,48IYhTdJLb90x6YLiyKz4k,3.37,45,['Project Pat'],Crook By Da Book: The Fed Story,2006,11,24
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Chickenhead (feat. Three 6 Mafia & La Chat),2rOiZGbR0wwI0ip0wSAK26,4.22,56,['Project Pat'],Mista Don't Play: Everythangs Workin,2001,02,27
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Cheese and Dope,5o0GRUA7okGPALKyEyQabz,3.42,52,['Project Pat'],Mista Don't Play: Everythangs Workin,2001,02,27
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,RIP Young (feat. Project Pat & Juicy J) - Remix,6GUiCjtZGTvgUKKm1w9mwG,3.0,52,['Isaiah Rashad'],The House Is Burning [homies begged],2021,11,19
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,North Memphis,5KQNhnUSvG8VSs24qEoSu9,1.65,52,['Project Pat'],Ghetty Green,1999,09,14
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)",7BOgBJhGXliJWRVMAyYaJZ,2.81,42,"['Skepta', 'Pop Smoke', 'Juicy J']","Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat) [From F9 The Fast Saga Original Motion Picture Soundtrack]",2021,06,18
Project Pat,08Ld63UgKrJ0nZnCkzHtzc,trap,67,810246,Out There,3PU3neC9XmWz7ZjUn5rYIw,4.33,52,['Project Pat'],Ghetty Green,1999,09,14
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,She Hates Me,16DhvbuyvJob4Q9GHNYu2n,3.61,74,['Puddle Of Mudd'],Come Clean,2001,08,28
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Blurry,6lSr3iZTC144PKhvbPFzMp,5.07,68,['Puddle Of Mudd'],Come Clean,2001,01,01
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Psycho,3e2KBwxibC1rq4bA5TNKW2,3.51,67,['Puddle Of Mudd'],Famous,2007,01,01
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Control,575Sz3R4xOhueUstPObylF,3.83,64,['Puddle Of Mudd'],Come Clean,2001,08,28
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Drift And Die,4YetrvKdYwgQANVedMth3F,4.42,54,['Puddle Of Mudd'],Come Clean,2001,01,01
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Famous,7Ml1vXT6LaH34jVBGYygWY,3.27,54,['Puddle Of Mudd'],Famous,2007,01,01
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Control - Acoustic Version,325aNb4eh8HesYlrJmLSMX,4.13,49,['Puddle Of Mudd'],Come Clean,2001,08,28
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Spaceship,2Ydd3GRqW0vqcSKtUaP155,3.27,47,['Puddle Of Mudd'],Vol. 4: Songs In The Key Of Love & Hate (Deluxe Version),2009,01,01
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Uh Oh,1vlEyA6k1o26w0a89tQxTX,3.47,45,['Puddle Of Mudd'],Welcome to Galvania,2019,09,13
Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,alternative metal,63,2011841,Away From Me,0UGsSjbp8vhm8QfNOIdmMy,3.97,45,['Puddle Of Mudd'],Life On Display,2003,11,25
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Good Goodbye (feat. Pusha T and Stormzy),650OeHTLxZAQmb4aEbGmaA,3.52,62,['Linkin Park'],One More Light,2017,05,19
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Nosetalgia,7aK5rlTVxSgcqShPMI1TTH,3.6,61,['Pusha T'],My Name Is My Name,2013,10,31
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Dreamin Of The Past (feat. Kanye West),3Wx98ijEDnsxyMYePCuFNI,2.89,61,['Pusha T'],It's Almost Dry,2022,04,22
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Trouble on My Mind,3DzlR0kXE6shimFVhSwI4A,3.54,60,['Pusha T'],Fear of God II: Let Us Pray,2011,11,08
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),1dp8aQANyTRKssDeAYPiZe,2.54,59,['Pusha T'],It's Almost Dry,2022,04,22
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,The Games We Play,7iEoaTyBCqLaAwJnOP1BTn,2.77,59,['Pusha T'],DAYTONA,2018,05,25
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Misfit Toys (from the series Arcane League of Legends),40giNwfX1pR3smltxvs3dB,3.16,53,"['Pusha T', 'Mako', 'Arcane']",Misfit Toys (from the series Arcane League of Legends),2021,11,20
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Mercy.1,671XaUBmifTMXDbZK5CB1M,5.44,58,['Various Artists'],Kanye West Presents Good Music Cruel Summer,2012,01,01
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,rap,73,2892615,Diet Coke,2qDTVDLjK4PctCvC8Mg19x,3.0,54,['Pusha T'],It's Almost Dry,2022,04,22
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,Intentions,7jAVt70Xdg8EwOtsFB1ZqK,3.55,33,['Various Artists'],"NOW That's What I Call Music, Vol. 75",2020,08,07
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,Turn Yo Clic Up (feat. Future),2IHdMccpnU0PGHGltqM2Sq,3.85,65,['Quavo'],Rocket Power,2023,08,18
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,Potato Loaded (feat. Destroy Lonely),79GhK8ZAUQxGFfr6rEpdms,2.3,68,"['Quavo', 'Destroy Lonely']",Potato Loaded (feat. Destroy Lonely),2024,04,05
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,No Brainer,5WvAo7DNuPRmk4APhdPzi8,4.33,63,"['DJ Khaled', 'Justin Bieber', 'Quavo']",No Brainer,2018,07,27
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,Himothy,00p23Uw776hxaIGNWL9S1Y,2.66,64,['Quavo'],Himothy,2024,02,23
Quavo,0VRj0yCOv2FXJNP47XQnx5,rap,78,7274251,Greatness,5yemXFXSGZoTXNOjj3dbuz,3.08,58,['Quavo'],Rocket Power,2023,08,18
