artist_name,artist_id,genre,artist_popularity,artist_n_followers,song_name,song_id,song_duration_min,song_popularity,song_artists,album_name,album_year_release,album_month_release,album_day_release
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,Mulholland's Dinner and Wine,2RjD1CgW7MWRWSNkimCPNy,3.35,50,['Declan McKenna'],What Happened to the Beach?,2024,02,09
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,British Bombs,4ZdmTNaBTErD8n9AQE0YaX,4.96,59,['Declan McKenna'],British Bombs,2019,08,19
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,Make Me Your Queen,5QJuMhGWTUB4t9BqR7ndL3,3.69,58,['Declan McKenna'],What Do You Think About the Car?,2017,07,21
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,Nothing Works,6Q37knDANmC3tnDpmOmkj5,4.21,43,['Declan McKenna'],What Happened to the Beach?,2024,02,09
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,Sympathy,5aHig7nUnOmW93MlwJGTnf,3.1,43,['Declan McKenna'],What Happened to the Beach?,2024,02,09
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,The Key to Life on Earth,44MdVsu3tkWzj0uKyroH23,4.11,44,['Declan McKenna'],Zeros,2020,09,04
Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,pov: indie,69,990467,Isombard,3aP1BuaScFyqfqST2KB3VN,3.73,52,['Declan McKenna'],What Do You Think About the Car?,2017,07,21
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,4.46,75,['Def Leppard'],Hysteria (Super Deluxe),1987,08,03
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Hysteria,2PFIZFcGry0po3ZfRZkzKc,5.91,71,['Def Leppard'],Hysteria,1987,08,03
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Photograph,18URo35acNKRTHfEdjTcGn,4.13,70,['Def Leppard'],Pyromania,1983,01,20
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Love Bites - Remastered 2017,3Dfy8YIxq89i84t108TvMi,5.78,66,['Def Leppard'],Hysteria (Super Deluxe),1987,08,03
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Animal,4qjscZh4jfhkpcQG4ZQfi2,4.08,65,['Def Leppard'],Hysteria,1987,08,03
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Rock Of Ages,2AmEv442DGwSxMGZ9XEvBA,4.13,65,['Def Leppard'],Pyromania (Deluxe),1983,01,20
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Bringin' On The Heartbreak,7iEVmnzJr1V7duYKPWplzp,4.56,62,['Def Leppard'],High 'N' Dry,1981,07,11
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,When Love And Hate Collide,7Bj6xscdWnY8sarktaK19U,4.29,52,['Def Leppard'],The Story So Far: The Best Of Def Leppard (Deluxe),2018,11,30
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Too Late For Love,5vHyWEoEyIJT5RhR1fcN7y,4.45,61,['Def Leppard'],Pyromania,1983,01,20
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,rock,70,4843932,Armageddon It - Remastered 2017,16MQZkAIAAtI4X5NuiEwuq,5.38,59,['Def Leppard'],Hysteria (Super Deluxe),1987,08,03
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Change (In the House of Flies),51c94ac31swyDQj9B3Lzs3,4.99,79,['Deftones'],White Pony,2000,05,16
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Please Please Please Let Me Get What I Want - 2005 Remaster,42gzADgUU7e2yu5Qn8WfeC,2.07,71,['Deftones'],B-Sides & Rarities,2005,,
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,My Own Summer (Shove It),1158ckiB5S4cpsdYHDB9IF,3.58,78,['Deftones'],Around the Fur,1997,10,27
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Be Quiet and Drive (Far Away),4Uiw0Sl9yskBaC6P4DcdVD,5.0,77,['Deftones'],Around the Fur,1997,10,27
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Sextape,1EryAkZ0VHstC6haIxVBiE,4.03,77,['Deftones'],Diamond Eyes,2008,,
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Cherry Waves,70L6nHORQsblY813yNqUR3,5.3,76,['Deftones'],Saturday Night Wrist,2006,10,25
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Mascara,4cLdpErILMO8Db8pQVAVcZ,3.75,74,['Deftones'],Around the Fur,1997,10,27
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Rosemary,4FEr6dIdH6EqLKR0jB560J,6.89,74,['Deftones'],Koi No Yokan,2012,11,09
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,7 Words,6DoXuH326aAYEN8CnlLmhP,3.73,70,['Deftones'],Adrenaline,1995,09,29
Deftones,6Ghvu1VvMGScGpOUJBAHNH,rock,79,5262047,Digital Bath,2jSJm3Gv6GLxduWLenmjKS,4.26,69,['Deftones'],White Pony,2000,05,16
Dei V,2YRyPiW98bpkARAS4B3OQP,urbano latino,81,676909,GATITA GANGSTER,5bD6mFl116xCxVMLy7IK9F,2.85,77,['KAROL G'],MAÑANA SERÁ BONITO (BICHOTA SEASON),2023,08,10
Dei V,2YRyPiW98bpkARAS4B3OQP,urbano latino,81,676909,Quien Es Dei V?,5nSUskJwcSRFS9dIqrVfrv,2.7,78,['Dei V'],Quien Es Dei V?,2023,03,17
Dei V,2YRyPiW98bpkARAS4B3OQP,urbano latino,81,676909,CRUSH,1mAUVEQWn2PRxWnRhQreBo,3.89,76,"['Sky Rompiendo', 'Dei V']",CRUSH,2023,10,26
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,3.51,81,['Demi Lovato'],Demi,2013,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,3.58,78,['Demi Lovato'],Confident,2015,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Confident,3DXXKDbbZKyAZfNb96ST3q,3.43,74,['Demi Lovato'],Confident,2015,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Sorry Not Sorry,0yvPEnB032fojLfVluFjUv,3.4,74,['Demi Lovato'],Tell Me You Love Me,2017,09,29
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Really Don't Care,5vTPxzm4h2bY9rYyVrGEU5,3.36,71,['Demi Lovato'],Demi,2013,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Give Your Heart a Break,3sP3c86WFjOzHHnbhhZcLA,3.42,70,['Demi Lovato'],Unbroken,2011,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,This Is Me,5pomCBdsTZSDCFHH8BAUQe,3.15,67,['Various Artists'],Camp Rock,2008,01,01
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,pop,77,26251958,Stone Cold,3by8IfnW9dZ2t4pZw1WVxz,3.19,66,['Demi Lovato'],Confident,2015,01,01
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,Walkin,1q8DwZtQen5fvyB7cKbShC,4.67,68,['Denzel Curry'],Melt My Eyez See Your Future,2022,03,25
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,Dynasties & Dystopia (from the series Arcane League of Legends),5EIkdrmuu2xkoQWOWjoeFY,2.97,61,"['Denzel Curry', 'Gizzle', 'Bren Joy']",Dynasties & Dystopia (from the series Arcane League of Legends),2021,11,20
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,Tokyo Drifting,2MA6YoaFF7fnWqkuOAWjUg,3.61,62,['Glass Animals'],Dreamland,2020,08,07
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,Ultimate,6R0GRYk2vs2XuBVemYK5YZ,3.17,63,['Denzel Curry'],Ultimate,2015,01,01
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,RICKY,2QbGvQssb0VLLS4x5NOmyJ,2.46,62,['Denzel Curry'],ZUU,2019,05,31
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,CLOUT COBAIN | CLOUT CO13A1N,2LNMhZ3YijTO7USmqjgJfG,3.86,61,['Denzel Curry'],TA13OO,2018,07,27
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,GOATED. (feat. Denzel Curry),5FV8BuXQV61vNORagEvCqe,3.29,53,['Armani White'],Road to CASABLANCO.,2023,05,05
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,X-Wing,41X9qar6SruZOPLIV7sgUw,2.93,60,['Denzel Curry'],Melt My Eyez See Your Future,2022,03,25
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,BLACK OPS (with Denzel Curry),1Cb2etQ6t2ATWoKuOpDWuF,2.9,60,"['Kid Cudi', 'Denzel Curry']",BLACK OPS,2024,02,06
Denzel Curry,6fxyWrfmjcbj5d12gXeiNV,rap,69,2495201,Bruuuh (with Denzel Curry) - Remix,5LghBGmNUUwI2BvX2boIdK,3.44,59,"['JID', 'Denzel Curry']",Bruuuh (with Denzel Curry) [Remix],2021,02,05
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Enjoy the Silence,0yp3TvJNlG50Q4tAHWNCRm,4.29,72,['Depeche Mode'],"Violator | The 12"" Singles",2022,04,01
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Just Can't Get Enough,0qi4b1l0eT3jpzeNHeFXDT,3.68,74,['Depeche Mode'],Speak and Spell (Deluxe),1981,11,02
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Personal Jesus - Single Version,4UCTgh5jvtqoaMX6MAhUNn,3.75,69,['Depeche Mode'],The Singles 86-98,1998,09,28
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Precious,1cBxAm8a0fENn2ix3Dfm3u,4.17,66,['Depeche Mode'],Playing the Angel (Deluxe),2005,10,13
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Never Let Me Down Again,0T57cTUpYpvSvZ3GowBuTP,4.8,65,['Depeche Mode'],Music for the Masses (Deluxe),1987,09,28
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Policy of Truth,0Mb20VmqR2lvtgbEermW2v,4.9,65,['Depeche Mode'],Violator (Deluxe),1990,03,19
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Enjoy the Silence,1JekRMGQ8iN4G1AAdh0SBa,6.21,61,['Depeche Mode'],Violator (Deluxe),1990,03,19
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Ghosts Again,3p5JD79PQP737dyEY2hnmf,3.98,64,['Depeche Mode'],Memento Mori,2023,03,24
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,Strangelove,6ZCyDN2ArlWB4GKAj644Cd,3.76,63,['Depeche Mode'],The Singles 86-98,1998,09,28
Depeche Mode,762310PdDnwsDxAQxzQkfX,rock,74,6187667,It's No Good,7HDWE2Ib7cjkhzULV4K8y3,5.98,62,['Depeche Mode'],Ultra (Deluxe),1997,04,14
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Say My Name,7H6ev70Weq6DdpZyyTmUXk,4.52,81,"[""Destiny's Child""]",The Writing's On The Wall,1999,07,27
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,4.23,71,"[""Destiny's Child""]",Survivor,2001,05,01
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,"Jumpin', Jumpin'",4pmc2AxSEq6g7hPVlJCPyP,3.84,71,"[""Destiny's Child""]",The Writing's On The Wall,1999,07,27
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,4.27,71,"[""Destiny's Child""]",The Writing's On The Wall,1999,07,27
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,"Independent Women, Pt. 1",69XUpOpjzDKcfdxqZebGiI,3.69,66,"[""Destiny's Child""]",Survivor,2001,05,01
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Lose My Breath,4dvQg9sD8k9y4qiEURuj8v,4.03,62,"[""Destiny's Child""]",Destiny Fulfilled,2004,11,16
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Bootylicious,41nT1Sp6ChR65FbsdLlFHW,3.47,64,"[""Destiny's Child""]",Survivor,2001,05,01
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Cater 2 U,6uYAPqxP69zfpCbsTHXgiz,4.09,61,"[""Destiny's Child""]",Destiny Fulfilled,2004,11,16
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Soldier (feat. T.I. & Lil' Wayne),4FTOpNYcGxnQdGNWSxIcio,5.43,61,"[""Destiny's Child""]",Destiny Fulfilled,2004,11,16
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i,pop,72,7043862,Brown Eyes,1urmwhtXPiakhcqvqUi3rp,4.6,62,"[""Destiny's Child""]",Survivor,2001,05,01
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,I'll Be Missing You,25tsnA5lDP4UctAQOoa8Ks,5.11,63,['Diddy'],BAD BOY CELEBRATES DIDDY: The Artist,2022,06,24
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,"I Need a Girl (Pt. Two) [feat. Ginuwine, Loon, Mario Winans & Tammy Ruggieri]",0sMIqkhsrKaIU3G1WwlY2X,4.76,60,['Various Artists'],We Invented The Remix,2002,05,14
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,Shake Ya Tailfeather (feat. Nelly & Murphy Lee),71SmBQv9oyzbELEh5DbuOX,4.89,47,['Various Artists'],Bad Boys II,2005,04,20
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,I Need a Girl (Pt. 1) [feat. Usher & Loon],7lVNTXkI3cHFvcXiI8damb,4.48,65,['Various Artists'],R&B Hits,2005,10,04
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,Only You - Bad Boy Remix,0A6QSdwR4ZtW2JbpziCcQi,4.76,35,['Various Artists'],BAD BOY CELEBRATES DIDDY: The Executive,2022,06,24
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,Bad Boy for Life,2eOuL8KesslTLQERQPu11D,4.22,63,['Diddy'],The Saga Continues...,2001,,
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,Last Night (feat. Keyshia Cole),5gfPJ45gpn3ThswDyeW0Qc,6.47,63,['Diddy'],Press Play,2006,10,16
Diddy,59wfkuBoNyhDMQGCljbUbA,rap,72,1645408,Gotta Move On,1TGXf0uoy2tPp3sv3DERJw,2.68,51,['Diddy'],The Love Album: Off The Grid (Extended),2023,09,20
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Thank You,3yUcJwYu7fXAfqMj9krY6l,3.64,75,['Dido'],No Angel,1999,,
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,White Flag,3adnLFXKO5rC1lhUNSeg3N,4.01,59,['Dido'],Life For Rent,2003,09,03
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Here With Me,4xFxK0FXmNlUDRgCaIQCVn,4.26,68,['Dido'],No Angel,1999,,
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Life for Rent,4jCs5Z8Y06WsiDeoe5giJn,3.68,41,['Dido'],Life For Rent,2003,09,03
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,When Love Sucks (feat. Dido),4600GBKsBQ3fP6lgAHFJGm,2.83,58,['Jason Derulo'],Nu King,2024,02,16
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Fly To You (feat. Grimes and Dido),0RVn3A5FHQ8OgiIxuRkepW,4.09,56,['Caroline Polachek'],"Desire, I Want To Turn Into You",2023,02,14
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Hunter,49HyHz6uWXHV6GT8bhX3t9,3.95,56,['Dido'],No Angel,1999,,
Dido,2mpeljBig2IXLXRAFO9AAs,dance pop,75,1763735,Don't Leave Home,4N7e9ltiDKb19Swu2CWqMB,3.78,34,['Dido'],Life For Rent,2003,09,03
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,What Was I Thinkin',0r8iDf65NHgFgZOGLwj5r8,4.35,71,['Dierks Bentley'],Dierks Bentley,2003,01,01
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Beers On Me,19ZzEzb4BVK1wVO4brrmZz,2.91,70,['Dierks Bentley'],Beers On Me,2021,07,29
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z,4.24,69,['Dierks Bentley'],RISER,2014,01,01
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Somewhere On A Beach,5CG9Ps5ynNjpKJHmwc95pa,3.29,68,['Dierks Bentley'],Black,2016,06,10
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Gold,3gte1LJ5qq2XN2IOKo2lJC,2.8,65,['Dierks Bentley'],Gravel & Gold,2023,02,24
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Burning Man,4a1oIihVt6xSnDRpgX387M,3.97,65,['Dierks Bentley'],The Mountain,2018,06,08
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,5-1-5-0,2WKCH4ISejDV9ad7iPp5XU,3.05,64,['Dierks Bentley'],Home,2012,01,01
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Free And Easy (Down The Road I Go),3JrD5PQbOAgGTKhts9Te6d,3.33,60,['Dierks Bentley'],Long Trip Alone,2006,01,01
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Black,2lFtnEmkIPm2ClN55e2chV,3.52,61,['Dierks Bentley'],Black,2016,06,10
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,contemporary country,68,3049648,Sideways,19DnL1HnJiijuEfaiS0Eus,3.07,59,['Dierks Bentley'],Feel That Fire,2009,01,01
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,"Deep In Your Love - Dimitri Vegas & Like Mike, Ben Nicky & Dr Phunk Remix",1CZVSkJAmXYKnWrQOcfnLi,2.29,66,"['Alok', 'Bebe Rexha', 'Dimitri Vegas & Like Mike']","Deep In Your Love (Dimitri Vegas & Like Mike, Ben Nicky & Dr Phunk Remix)",2024,03,22
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,Say My Name,3GYlQmwfBDo7imFyGPhrl7,2.66,65,"['Dimitri Vegas & Like Mike', 'Regard', 'Dimitri Vegas']",Say My Name,2020,07,24
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,The Scientist,3wxbMFOaduop2XFO9gKihO,3.46,64,"['Dimitri Vegas & Like Mike', 'Brennan Heart', 'Tony Junior']",The Scientist,2024,03,29
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,She Knows - with Akon,2vguNIRomSdPcyHAQyNGJG,2.26,54,"['Dimitri Vegas & Like Mike', 'David Guetta', 'Afro Bros']",She Knows (with Akon) [The Remixes],2023,12,29
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,Tremor - Sensation 2014 Anthem,6AE0G24YXnDyEgE4L0efpB,4.91,58,['Martin Garrix'],Gold Skies,2014,07,01
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,Explode,04ErJiS734u76JgX5JQayC,2.66,61,"['Dimitri Vegas & Like Mike', 'Timmy Trumpet', 'Darius & Finlay']",Explode,2024,01,26
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,Get in Trouble (So What),5KC7ginqShi7mhDQLttQh0,2.7,61,"['Dimitri Vegas & Like Mike', 'Vini Vici', 'Dimitri Vegas']",Get in Trouble (So What),2020,06,05
Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,pop dance,74,3404643,The Hum,0Gc1AVYqYOR522Nvz68dsT,3.52,41,"['Dimitri Vegas & Like Mike', 'Ummet Ozcan']",The Hum,2015,05,04
Diplo,5fMUXHkw8R8eOP2RNVYEZX,dance pop,77,2579414,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,2.82,78,['Diplo'],Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,2020,05,29
Diplo,5fMUXHkw8R8eOP2RNVYEZX,dance pop,77,2579414,Que Calor,3a4dEd9nLCm30y3WfggJEj,2.83,32,"['Major Lazer', 'Diplo']",Music Is The Weapon (Reloaded),2021,03,26
Diplo,5fMUXHkw8R8eOP2RNVYEZX,dance pop,77,2579414,Stay High,7LXimIqTYO76Utly8VFABu,3.14,68,"['Diplo', 'HUGEL']",Stay High,2023,11,24
Diplo,5fMUXHkw8R8eOP2RNVYEZX,dance pop,77,2579414,Electricity (with Dua Lipa),5N4erncE7kuUccm7zEmwzk,3.97,71,"['Silk City', 'Dua Lipa']",Electricity (with Dua Lipa),2018,09,06
Diplo,5fMUXHkw8R8eOP2RNVYEZX,dance pop,77,2579414,On My Mind,54hA0ldJYyT1huGfSeOjdQ,3.15,66,['Diplo'],Do You Dance?,2021,03,12
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Sultans of Swing,6cr6UDpkjEaMQ80OjWqEBQ,5.81,67,['Dire Straits'],Dire Straits,1978,10,07
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Walk of Life,423o3ZHIaBtGXyhF1uH41a,4.21,63,['Dire Straits'],Brothers in Arms,1985,05,13
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Money for Nothing,4yqtwO7MQIIXqoiRBPHAgR,8.44,65,['Dire Straits'],Brothers in Arms,1985,05,13
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Brothers in Arms,26tWBbtjvgi0tipRL2VQ2X,6.99,53,['Dire Straits'],Brothers in Arms,1985,05,13
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Romeo and Juliet,57MflfPN3ObQQAQtPUp0WF,6.02,56,['Dire Straits'],Making Movies,1980,10,17
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Lady Writer,3mwFncaI2HBczQ92GP9MQF,3.82,53,['Dire Straits'],Communiqué,1979,06,15
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,So Far Away,3pGBIgFdfdnjtHDJR4nbrR,5.2,52,['Dire Straits'],Brothers in Arms,1985,05,13
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Your Latest Trick,4UK1g9Z1lWedkmIQuSyCe5,6.56,46,['Dire Straits'],Brothers in Arms,1985,05,13
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Down to the Waterline,0NnuQYRXNIzncgftfbTV3P,4.04,52,['Dire Straits'],Dire Straits,1978,10,07
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,rock,76,7359997,Money For Nothing (Single Edit) - 2022 Remaster,1ml1uvYYq9uChP1fZd6MtG,4.14,49,['Dire Straits'],Money For Nothing (2022 Remaster),1988,,
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,The Sound of Silence - CYRIL Remix,32aeRhnsILUPSbPiH5x62t,3.09,61,"['Disturbed', 'CYRIL']",The Sound of Silence (CYRIL Remix),2024,02,02
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Down with the Sickness,40rvBMQizxkIqnjPdEWY1v,4.65,77,['Disturbed'],The Sickness,2000,03,07
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,4.14,76,['Disturbed'],Immortalized,2015,08,14
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Stricken,6RJdYpFQwLyNfDc5FbjkgV,4.09,73,['Disturbed'],Ten Thousand Fists,2005,09,19
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Indestructible,42ZVk59gT4tMlrZmd8Ijxf,4.63,69,['Disturbed'],Indestructible (Deluxe Edition),2008,04,29
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Inside the Fire,5cxp9kjCFyJwzv3lzeX7ku,3.86,68,['Disturbed'],Indestructible (Deluxe Edition),2008,04,29
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,The Vengeful One,3jjU4Pky1ja5J1onU6ei4T,4.2,66,['Disturbed'],Immortalized (Deluxe Edition),2015,08,14
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Decadence,0jY829pCMnstlNtaE72vSB,3.41,65,['Disturbed'],Ten Thousand Fists,2005,09,19
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Ten Thousand Fists,5hkgrWxkobGtg30I7DsfVu,3.53,64,['Disturbed'],Ten Thousand Fists,2005,09,19
Disturbed,3TOqt5oJwL9BE2NG9MEwDa,rock,76,6504334,Land of Confusion,4ClGNWLK9vZMBtO0CpnyOE,4.78,63,['Disturbed'],Ten Thousand Fists,2005,09,19
Djo,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,82,1219315,End of Beginning,3qhlB30KknSejmIvZZLjOD,2.65,99,['Djo'],DECIDE,2022,09,16
Djo,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,82,1219315,Chateau (Feel Alright),3vjs2MDHoF9xhylNg6Y9un,4.54,74,['Djo'],Twenty Twenty,2019,09,13
Djo,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,82,1219315,Roddy,5hS8s1Vf4CeSRBT1bTWa39,4.22,70,['Djo'],Twenty Twenty,2019,09,13
Djo,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,82,1219315,Change,1yQkAv4xtapCBCzI8q1QGF,2.96,66,['Djo'],DECIDE,2022,09,16
Djo,5p9HO3XC5P3BLxJs5Mtrhm,pov: indie,82,1219315,Gloom,6L8JVXMBLDZeyhBKr0lrj8,2.01,66,['Djo'],DECIDE,2022,09,16
